@relation pecans

@ATTRIBUTE Site numeric 
@ATTRIBUTE lat numeric 
@ATTRIBUTE long numeric 
@ATTRIBUTE ELEV numeric 
@ATTRIBUTE COKLM numeric 
@ATTRIBUTE MWM numeric 
@ATTRIBUTE MCM numeric 
@ATTRIBUTE RHIGH numeric 
@ATTRIBUTE RLOW numeric 
@ATTRIBUTE RRCORR numeric 
@ATTRIBUTE CMAT numeric 
@ATTRIBUTE CRR numeric 
@ATTRIBUTE RRCORR2 numeric 
@ATTRIBUTE SEASON numeric 
@ATTRIBUTE RRCORR3 numeric 
@ATTRIBUTE ET numeric 
@ATTRIBUTE BT numeric 
@ATTRIBUTE PET numeric 
@ATTRIBUTE AE numeric 
@ATTRIBUTE RUNOFF numeric 
@ATTRIBUTE BIO5 numeric 
@ATTRIBUTE BAR5 numeric 
@ATTRIBUTE NAGP numeric 
@ATTRIBUTE TEMP numeric 
@ATTRIBUTE WATD numeric 
@ATTRIBUTE MI numeric 
@ATTRIBUTE HIRX numeric 
@ATTRIBUTE SNOWAC numeric 
@ATTRIBUTE RRANGE numeric 
@ATTRIBUTE TRANGE numeric 
@ATTRIBUTE REVEN numeric 
@ATTRIBUTE MRAIN numeric 
@ATTRIBUTE MTEMP numeric 
@ATTRIBUTE SDTEMP numeric 
@ATTRIBUTE SDRAIN numeric 
@ATTRIBUTE CVTEMP numeric 
@ATTRIBUTE CVRAIN numeric 
@ATTRIBUTE WSTORAGE numeric 
@ATTRIBUTE PTOAE numeric 
@ATTRIBUTE PTOWATD numeric 
@ATTRIBUTE PTORUN numeric 
@ATTRIBUTE PTOWATR numeric 
@ATTRIBUTE PGROW numeric 
@ATTRIBUTE GROWC numeric 
@ATTRIBUTE WLTGRC numeric 
@ATTRIBUTE WATDGRC numeric 
@ATTRIBUTE RUNGRC numeric 
@ATTRIBUTE WATRGRC numeric 
@ATTRIBUTE WRET numeric 
@ATTRIBUTE PERWLTG numeric 
@ATTRIBUTE PERWDEF numeric 
@ATTRIBUTE PERWRET numeric 
@ATTRIBUTE DEFPER numeric 
@ATTRIBUTE AVWAT numeric 
@ATTRIBUTE CLIM numeric 
@ATTRIBUTE CLASS {W,D} 
@ATTRIBUTE MEDSTAB numeric 
@ATTRIBUTE SUCSTAB numeric 
@ATTRIBUTE SUCSTAB2 numeric 
@ATTRIBUTE WACCESS numeric 
@ATTRIBUTE LLAT numeric 
@ATTRIBUTE LBIO5 numeric 
@ATTRIBUTE LNAGP numeric 
@ATTRIBUTE LMEANELV numeric 
@ATTRIBUTE LET numeric 
@ATTRIBUTE LPET numeric 
@ATTRIBUTE LAE numeric 
@ATTRIBUTE LBT numeric 
@ATTRIBUTE LTRANGE numeric 
@ATTRIBUTE LCMAT numeric 
@ATTRIBUTE LMCM numeric 
@ATTRIBUTE LMWM numeric 
@ATTRIBUTE LMTEMP numeric 
@ATTRIBUTE LCVTEMP numeric 
@ATTRIBUTE LCRR numeric 
@ATTRIBUTE LREVEN numeric 
@ATTRIBUTE LRRCORR2 numeric 
@ATTRIBUTE LRRCORR3 numeric 
@ATTRIBUTE LRRANGE numeric 
@ATTRIBUTE LDEFPER numeric 
@ATTRIBUTE LPERWDEF numeric 
@ATTRIBUTE LPTOAE numeric 
@ATTRIBUTE LRUNOFF numeric 
@ATTRIBUTE LRHIGH numeric 
@ATTRIBUTE LRLOW numeric 
@ATTRIBUTE LCOKLM numeric 
@ATTRIBUTE LPERWLTG numeric 
@ATTRIBUTE LSNOWAC numeric 
@ATTRIBUTE LWACCESS numeric 
@ATTRIBUTE LPTORUN numeric 
@ATTRIBUTE LRUNGRC numeric 
@ATTRIBUTE LWRET numeric 
@ATTRIBUTE LWLTGRC numeric 
@ATTRIBUTE LBAR5 numeric 
@ATTRIBUTE LMRAIN numeric 
@ATTRIBUTE LWATD numeric 
@ATTRIBUTE LCVRAIN numeric 
@ATTRIBUTE LPTOWATD numeric 
@ATTRIBUTE LPTOWATR numeric 
@ATTRIBUTE LWATRGRC numeric 
@ATTRIBUTE LHIRX numeric 
@ATTRIBUTE LSSTAB2 numeric 
@ATTRIBUTE EXPREY numeric 
@ATTRIBUTE LEXPREY numeric 
@ATTRIBUTE Pecan {0,1}

@data
3415,33.83,-79.05,20,27.6,27.2,7.7,171.7,69.6,1,17.675,1353.06,5.5,2,5.5,15.0036,17.675,939.2842,939.2842,454.9523,28532.5575,15.153,1882.9685,54.9298,0,44.0522,0.6942,0,102.1,19.5,1.5228,40.5358,72.9917,7.0911,34.7564,40.1194,30.8247,174.52,1,939.2842,2.0646,8.3225,28,11,0,0,11,11,112.8603,0.001,0,1,0,8,4,W,0.0149,0.0124,0.0124,0.9341,1.5294,4.4553,3.2748,1.301,1.1762,2.9728,2.9728,1.2474,1.29,1.7216,1.7612,1.4346,1.8864,3.4829,3.1313,0.1826,-3,1.0607,2.009,-2,-2,0.0043,2.658,2.2348,1.8426,1.4411,-1.9586,-2,-0.025,0.3169,1.0418,2.0526,-2,1.1805,1.6078,-2,1.4889,2.9728,0.9208,1.0418,-0.1585,-1.6498,922.1277,2.9648,0
3416,34.3,-79.88,150,113.7,27.4,7.4,136.14,72.64,1,17.7,1191.24,5.5,2,5.5,14.9714,17.7,947.0608,866.0042,393.8572,21939.9637,13.3338,1645.4443,54.3549,81.0566,25.7828,0.795,0,63.5,20,1.3714,53.3568,72.3757,7.2258,20.2238,40.8239,20.3725,174.52,1.0936,11.6839,2.4046,11.6848,24,11,0,3,8,7,81.0504,0.001,0.2727,0.6364,27.2727,7,4,W,0.0119,0.0119,0.0119,0.9341,1.5354,4.3412,3.2163,2.1761,1.1753,2.9764,2.9375,1.248,1.301,1.7218,1.7589,1.4378,1.883,3.483,3.076,0.1372,-3,1.0607,1.8028,1.4359,-0.5487,0.0428,2.5953,2.134,1.8612,2.0558,-1.9586,-2,-0.025,0.3828,0.9036,1.9088,-2,1.125,1.7272,1.9088,1.309,1.068,1.068,0.8457,-0.0996,-1.6596,574.4698,2.7593,0
3417,34.42,-79.38,115,92.9,26.4,5.7,138.18,71.12,0.1,16.125,1195.08,4.6,2,4.6,14.5714,16.125,869.2164,855.8632,480.8726,24760.4159,15.345,1613.5827,54.1362,13.3532,37.4894,0.7273,0,67.06,20.7,1.3875,51.4691,71.0084,7.5423,22.0425,46.7737,22.1333,174.52,1.0156,65.0942,1.8076,10.1222,26,9,0,2,7,7,85.8722,0.001,0.2222,0.7778,22.2222,7,4,W,0.0001,0.0114,0.0114,0.7642,1.5369,4.3938,3.2078,2.0607,1.1635,2.9391,2.9324,1.2075,1.316,1.7086,1.7459,1.4216,1.8751,3.4838,3.0774,0.1422,-3,1.0253,1.8265,1.347,-0.6341,0.011,2.682,2.1404,1.852,1.9681,-1.9586,-2,-0.1111,0.2595,0.8457,1.9339,-2,1.186,1.7115,1.1259,1.345,1.8136,1.0057,0.8457,-0.1383,-1.6696,689.3851,2.8385,0
3418,32.47,-80.33,8,3.2,27.7,8.4,175.01,70.61,1,18.375,1245.61,5.5,2,4.5,15.1868,18.375,974.407,932.2619,456.2585,24250.3183,13.0402,1859.6575,54.7746,42.1451,27.8326,0.7823,0,104.4,19.3,1.686,40.3463,73.4525,7.0353,32.3689,38.2871,31.1837,174.52,1.0452,23.1203,2.1356,10.4529,26,12,0,1,11,10,93.2188,0.001,0.0833,0.8333,8.3333,7,4,W,0.0198,0.0147,0.0147,1.019,1.5116,4.3847,3.2694,0.9031,1.1815,2.9887,2.9695,1.2642,1.2856,1.7273,1.7664,1.4425,1.889,3.4826,3.0954,0.2269,-3,1.0212,2.0187,0.9213,-1.0301,0.0233,2.6592,2.2431,1.8489,0.5065,-1.9586,-2,0.0124,0.3315,1.0418,1.9696,-2,1.1153,1.6058,1.6249,1.4939,1.3642,1.0197,1.0004,-0.1066,-1.6073,500.8666,2.6997,0
3419,34.2,-79.73,146,96.2,27.3,7.2,135.38,65.79,1,17.5667,1136.92,5.5,2,5.5,14.9253,17.5667,941.081,859.4801,380.595,19859.186,12.2217,1624.9181,54.3202,81.6008,20.81,0.8277,0,69.59,20.1,1.4289,48.5965,72.1992,7.3265,22.9935,41.7066,24.2693,174.52,1.0949,11.5327,2.4727,12.0808,22,11,0,3,8,7,77.8991,0.001,0.2727,0.6364,27.2727,7,4,W,0.0137,0.0126,0.0126,0.9341,1.5342,4.298,3.2108,2.1644,1.1739,2.9736,2.9342,1.2447,1.3032,1.7207,1.7574,1.4362,1.882,3.4831,3.0557,0.155,-3,1.0607,1.8425,1.4359,-0.5487,0.0433,2.5805,2.1316,1.8182,1.9832,-1.9586,-2,-0.025,0.3949,0.9036,1.8916,-2,1.0871,1.6866,1.9117,1.3851,1.0623,1.0825,0.8457,-0.0821,-1.6459,611.8507,2.7866,0
3420,34.3,-79.73,120,98.1,27.6,6.9,138.18,70.36,0.1,17.525,1208.52,4.6,2,4.6,14.9059,17.525,944.769,875.3942,408.7808,22386.9809,13.364,1675.1669,53.6052,69.3748,27.917,0.7818,0,67.82,20.7,1.3721,50.9191,71.4876,7.5271,22.8412,42.9504,22.6802,174.52,1.0792,13.6183,2.3112,11.5402,24,11,0,3,8,7,81.8676,0.001,0.2727,0.6364,27.2727,7,4,W,0.0001,0.0117,0.0117,0.9341,1.5354,4.35,3.2241,2.0792,1.1734,2.9753,2.9422,1.2437,1.316,1.7204,1.7551,1.4409,1.8779,3.4833,3.0823,0.1374,-3,1.0253,1.8314,1.4359,-0.5487,0.0371,2.6115,2.1404,1.8473,1.9917,-1.9586,-2,-0.025,0.3657,0.9036,1.9132,-2,1.1259,1.7069,1.8413,1.3556,1.1344,1.0626,0.8457,-0.1069,-1.6635,604.4539,2.7814,0
3421,33.37,-79.22,10,2.1,27.1,9.1,187.96,67.82,1,18.3,1427.47,5.5,2,4.5,15.2615,18.3,960.1113,960.1113,578.2313,29812.9314,15.2669,1952.7823,56.3259,0,48.6775,0.6726,0,120.14,18,1.5801,36.0821,75.0347,6.5669,37.0074,35.8845,31.1102,174.52,1,960.1113,1.6604,7.3428,28,12,0,0,12,12,130.7561,0.001,0,1,0,8,4,W,0.0163,0.013,0.013,1.019,1.5235,4.4744,3.2907,1,1.1836,2.9823,2.9823,1.2625,1.2553,1.7267,1.7716,1.433,1.8978,3.4823,3.1546,0.1987,-3,1.0212,2.0797,-2,-2,0.0043,2.7621,2.2741,1.8314,0.3243,-1.9586,-2,0.0124,0.2228,1.0795,2.1165,-2,1.1838,1.5573,-2,1.4929,2.9823,0.8665,1.0795,-0.1722,-1.6383,659.4213,2.8192,0
3422,34.9,-82.22,957,288.5,26,4.9,134.87,89.92,-4,15.5833,1276.1,0.5,1,0.5,14.3986,15.5833,846.8866,794.3458,525.2526,26337.8658,18.4742,1425.6599,53.827,52.5408,50.6813,0.6637,0,44.95,21.1,1.2683,66.6716,70.2817,7.6625,12.342,49.1713,11.606,174.52,1.0661,16.1186,1.6123,8.4568,26,9,0,3,6,6,100.1431,0.001,0.3333,0.6667,33.3333,7,3,W,0.1278,0.0098,0.0098,0.7642,1.5429,4.4206,3.154,2.9809,1.1583,2.9278,2.9,1.1927,1.3243,1.704,1.7396,1.415,1.8709,3.4842,3.1059,0.1032,-3,0.8129,1.6527,1.523,-0.4643,0.0319,2.7204,2.1299,1.9539,2.4602,-1.9586,-2,-0.1111,0.2101,0.7789,2.0007,-2,1.2666,1.8239,1.7206,1.0647,1.2076,0.9277,0.7789,-0.178,-1.7033,653.3536,2.8151,0
3423,34.2,-82.17,615,218,26.1,5,126.75,78.99,6,15.725,1176.54,10.5,4,10.5,14.4261,15.725,852.9763,738.1601,480.9851,23554.8263,18.6616,1262.2051,53.8021,114.8161,37.9335,0.725,0,47.76,21.1,1.2928,62.3195,70.3235,7.7013,14.6683,48.9746,14.9608,174.52,1.1555,7.4291,1.7734,9.8903,26,9,0,3,6,6,86.2434,0.001,0.3333,0.6667,33.3333,7,3,W,0.3248,0.0105,0.0105,0.7642,1.5342,4.3721,3.1011,2.7889,1.1591,2.9309,2.8682,1.1966,1.3243,1.7052,1.7404,1.4166,1.8711,3.4842,3.0706,0.1115,-3,1.2175,1.6791,1.523,-0.4643,0.0665,2.6821,2.1029,1.8976,2.3385,-1.9586,-2,-0.1111,0.2512,0.7789,1.9358,-2,1.2709,1.7946,2.06,1.175,0.8715,0.9956,0.7789,-0.1397,-1.6882,391.3506,2.5926,0
3424,32.87,-81.12,95,42.1,27.7,9.5,154.18,70.36,1,18.8667,1225.28,5.5,2,4.5,15.4046,18.8667,996.3723,947.081,377.4623,21200.3421,11.1056,1908.9855,55.6712,49.2913,22.9741,0.8132,0,83.82,18.2,1.51,45.635,74.9656,6.6159,27.8609,35.0664,27.286,174.52,1.052,20.214,2.6397,12.9436,22,12,0,3,9,9,76.9779,0.001,0.25,0.75,25,7,4,W,0.0162,0.0136,0.0136,1.019,1.5169,4.3263,3.2808,1.9777,1.1877,2.9984,2.9764,1.2757,1.2601,1.7313,1.7745,1.4425,1.8974,3.4822,3.0882,0.179,-3,1.0212,1.9233,1.3981,-0.585,0.0261,2.5769,2.188,1.8473,1.6244,-1.9586,-2,0.0124,0.4232,0.9547,1.8864,-2,1.0455,1.6593,1.6929,1.4359,1.3059,1.1124,0.9547,-0.0898,-1.6271,643.5398,2.8086,0
3425,32.22,-80.75,15,1.5,26.9,8.8,209.04,68.07,1,18.1333,1334.01,5.5,2,4.5,15.1801,18.1333,951.7032,951.7032,485.6261,29287.4394,15.2184,1924.4762,56.3917,0,40.1708,0.7134,0,140.97,18.1,1.8804,32.5631,74.8261,6.7389,42.1189,37.1633,37.8877,174.52,1,951.7032,1.9597,8.5503,30,12,0,0,12,11,111.3064,0.001,0,0.9167,0,8,4,W,0.0231,0.0158,0.0158,1.019,1.5083,4.4667,3.2843,1.1761,1.1813,2.9785,2.9785,1.2585,1.2577,1.7254,1.7694,1.4298,1.8967,3.4825,3.1252,0.2743,-3,1.0212,2.1491,-2,-2,0.0043,2.6863,2.3202,1.833,0.179,-1.9586,-2,0.0124,0.2944,1.0795,2.0466,-2,1.1824,1.5127,-2,1.5785,2.9785,0.9325,1.0418,-0.1467,-1.5884,948.6344,2.9771,0
3426,33.33,-80.42,100,76.4,27.6,8.3,147.07,60.45,1,18.2083,1252.47,5.5,2,4.5,15.1575,18.2083,969.3946,947.1574,417.976,23388.9306,12.2504,1909.2411,54.845,22.2372,29.2013,0.774,0,86.62,19.3,1.4091,41.1029,73.416,7.0863,25.2845,38.9178,24.2252,174.52,1.0235,43.5934,2.3193,11.7984,24,12,0,3,9,9,82.1631,0.001,0.25,0.75,25,7,4,W,0.0129,0.0122,0.0122,1.019,1.523,4.369,3.2809,2,1.1806,2.9865,2.9764,1.2603,1.2856,1.726,1.7657,1.4409,1.8888,3.4827,3.0978,0.1489,-3,1.0212,1.9376,1.3981,-0.585,0.0143,2.6212,2.1675,1.7814,1.8832,-1.9586,-2,0.0124,0.3672,0.9547,1.9147,-2,1.0882,1.6139,1.3473,1.3843,1.6395,1.0722,0.9547,-0.1113,-1.6536,638.9944,2.8055,0
3427,33.78,-81.85,620,181.6,26.1,5.2,130.05,80.26,6,15.85,1235.71,10.5,4,10.5,14.4567,15.85,854.8805,817.5911,516.3708,25553.4357,17.086,1495.5813,54.0179,37.2894,44.5477,0.6918,0,49.79,20.9,1.2629,61.7147,70.6048,7.6001,18.2562,47.9499,17.7286,174.52,1.0456,22.9256,1.6556,9.7288,26,9,0,3,6,6,87.8715,0.001,0.3333,0.6667,33.3333,7,3,W,0.2893,0.01,0.01,0.7642,1.5288,4.4074,3.1748,2.7924,1.1601,2.9319,2.9125,1.2,1.3201,1.7063,1.7419,1.4166,1.8728,3.484,3.0919,0.1014,-3,1.2175,1.6971,1.523,-0.4643,0.0235,2.713,2.1141,1.9045,2.2591,-1.9586,-2,-0.1111,0.2216,0.7789,1.9439,-2,1.2326,1.7904,1.5717,1.2487,1.3605,0.9885,0.7789,-0.16,-1.699,423.8617,2.6272,0
3428,34.52,-80.6,500,170,26.2,5.3,128.27,83.57,0.1,15.9583,1218.44,4.6,2,4.6,14.4844,15.9583,862.158,818.3006,504.2496,25023.7972,16.7077,1497.7363,53.9893,43.8574,41.3244,0.7076,0,44.7,20.9,1.2633,65.1516,70.6461,7.5955,15.2173,47.5959,14.987,174.52,1.0536,19.6582,1.7098,9.4223,26,9,0,2,7,7,91.5018,0.001,0.2222,0.7778,22.2222,7,3,W,0.0001,0.0101,0.0101,0.7642,1.5382,4.3984,3.1754,2.699,1.1609,2.9356,2.9129,1.203,1.3201,1.7072,1.7427,1.4183,1.873,3.484,3.0858,0.1015,-3,1.0253,1.6503,1.347,-0.6341,0.0268,2.7027,2.1081,1.9221,2.2305,-1.9586,-2,-0.1111,0.2355,0.8457,1.9615,-2,1.2229,1.8139,1.6421,1.1757,1.2938,0.9746,0.8457,-0.1502,-1.6968,579.9737,2.7634,0
3429,33.65,-79.82,60,82.7,26.9,7.1,144.02,67.56,1,17.125,1262.89,5.5,2,5.5,14.8633,17.125,912.8396,897.3842,454.9855,25549.4417,14.6365,1745.5978,54.8199,15.4555,38.3474,0.7228,0,76.46,19.8,1.3685,46.9102,72.4618,7.261,22.4241,42.4,21.3074,174.52,1.0172,59.0624,2.0063,10.3107,26,11,0,2,9,9,88.5336,0.001,0.1818,0.8182,18.1818,7,4,W,0.0113,0.0113,0.0113,0.9341,1.5271,4.4074,3.2419,1.7782,1.1721,2.9604,2.953,1.2336,1.2967,1.717,1.7566,1.4298,1.8834,3.4832,3.1014,0.1362,-3,1.0607,1.8834,1.2599,-0.7172,0.0117,2.658,2.1584,1.8297,1.9176,-1.9586,-2,-0.025,0.3046,0.9547,1.9472,-2,1.1654,1.6713,1.1894,1.3285,1.7714,1.0137,0.9547,-0.141,-1.6716,619.6324,2.7921,0
3430,33.85,-79.73,75,85.2,26.9,6.8,159.26,66.55,1,16.975,1247.15,5.5,2,5.5,14.8114,16.975,906.8217,889.9071,435.9555,25292.5469,14.692,1721.5203,54.5303,16.9146,37.5298,0.7271,0,92.71,20.1,1.5324,41.787,72.0445,7.3412,27.9877,43.247,26.9296,174.52,1.019,53.6118,2.0801,10.3764,26,11,0,1,10,10,87.3925,0.001,0.0909,0.9091,9.0909,7,4,W,0.0154,0.0127,0.0127,0.9341,1.5297,4.403,3.2359,1.8751,1.1706,2.9575,2.9493,1.2298,1.3032,1.7158,1.7543,1.4298,1.8811,3.4833,3.0959,0.1854,-3,1.0607,1.9671,0.9591,-0.9961,0.0124,2.6395,2.2021,1.8231,1.9305,-1.9586,-2,-0.025,0.3202,1.0004,1.9415,-2,1.1671,1.621,1.2285,1.4302,1.7293,1.0165,1.0004,-0.1384,-1.644,645.2862,2.8098,0
3431,34.52,-82.03,589,240.1,26.3,4.7,132.08,85.09,-4,15.575,1206.5,0.5,1,0.5,14.4054,15.575,851.4952,730.0856,536.4963,24103.6785,19.4484,1239.3686,53.2143,121.4097,41.6919,0.7058,0,46.99,21.6,1.3137,64.4231,69.7055,7.8828,14.7522,50.6118,14.6728,174.52,1.1663,7.0134,1.5871,9.3154,26,9,0,3,6,6,91.4074,0.001,0.3333,0.6667,33.3333,7,3,W,0.151,0.0105,0.0105,0.7642,1.5382,4.3821,3.0932,2.7701,1.1585,2.9302,2.8634,1.1924,1.3345,1.7039,1.738,1.42,1.8675,3.4844,3.0815,0.1185,-3,0.8129,1.672,1.523,-0.4643,0.0705,2.7296,2.1208,1.9299,2.3804,-1.9586,-2,-0.1111,0.2033,0.7789,1.961,-2,1.2889,1.809,2.0843,1.1665,0.8465,0.9697,0.7789,-0.1513,-1.6882,678.4566,2.8315,0
3432,34.2,-81.42,711,184.9,26.5,5.6,123.95,77.98,0.1,16.375,1226.04,4.6,2,4.6,14.5675,16.375,881.889,822.5143,507.0901,24753.9459,16.3873,1510.5606,53.8938,59.3747,39.0243,0.7193,0,45.97,20.9,1.2132,62.9125,70.7692,7.5518,17.9473,46.1177,17.5661,174.52,1.0722,14.8529,1.7391,10.0691,26,9,0,2,7,7,87.5833,0.001,0.2222,0.7778,22.2222,7,4,W,0.0001,0.0098,0.0098,0.7642,1.5342,4.3936,3.1791,2.8519,1.1634,2.9454,2.9151,1.2142,1.3201,1.7108,1.7451,1.4232,1.8737,3.4837,3.0885,0.0839,-3,1.0253,1.6625,1.347,-0.6341,0.0343,2.7051,2.0932,1.892,2.267,-1.9586,-2,-0.1111,0.2428,0.8457,1.9425,-2,1.2145,1.7987,1.7737,1.2447,1.1721,1.0034,0.8457,-0.1431,-1.7033,618.0782,2.791,0
3433,34.8,-83.25,1660,320,23.7,3.4,169.67,103.63,-4,13.6917,1598.91,0.5,1,0.5,13.8728,13.6917,761.8249,761.8249,875.2835,37227.1796,27.9886,1330.0855,54.9777,0,109.8789,0.4765,0,66.04,20.3,1.2734,61.0774,70.4512,7.4328,17.4692,54.2869,13.1108,174.52,1,761.8249,0.8704,4.8191,30,9,0,0,9,9,158.0838,0.001,0,1,0,8,3,W,0.1078,0.0082,0.0082,0.7642,1.5417,4.5709,3.1239,3.2201,1.1422,2.8819,2.8819,1.1365,1.3075,1.6875,1.7275,1.3747,1.8719,3.4849,3.2038,0.105,-3,0.8129,1.8198,-2,-2,0.0043,2.9422,2.2296,2.0155,2.5052,-1.9586,-2,-0.1111,-0.0553,0.9547,2.1989,-2,1.447,1.7859,-2,1.1176,2.8819,0.6839,0.9547,-0.3219,-1.7399,727.8003,2.862,0
3434,34.05,-78.87,90,35.5,26.7,6.9,165.61,72.9,1,16.9083,1332.49,5.5,2,5.5,14.8058,16.9083,899.8517,899.8517,469.6734,27302.106,15.5694,1753.5726,54.9223,0,48.0788,0.6753,0,92.71,19.8,1.4914,44.0191,72.3849,7.2172,31.339,42.6843,28.223,174.52,1,899.8517,1.9159,7.2159,26,11,0,0,11,11,124.7033,0.001,0,1,0,8,4,W,0.0139,0.0119,0.0119,0.9341,1.5322,4.4362,3.2439,1.9542,1.1704,2.9542,2.9542,1.2281,1.2967,1.7152,1.7551,1.4265,1.883,3.4833,3.1247,0.1736,-3,1.0607,1.9671,-2,-2,0.0043,2.6718,2.2191,1.8627,1.5504,-1.9586,-2,-0.025,0.2846,1.0418,2.0959,-2,1.1923,1.6436,-2,1.4506,2.9542,0.8589,1.0418,-0.1705,-1.6596,776.6464,2.8902,0
3435,33.7,-80.23,100,96.4,27.6,7.2,143,69.34,1,17.6667,1249.94,5.5,2,5.5,14.9577,17.6667,947.2761,912.7408,400.5105,22218.286,12.3747,1795.4644,53.8775,34.5353,31.951,0.7579,0,73.66,20.4,1.3729,48.4895,71.9008,7.4011,24.1615,41.8933,23.1961,174.52,1.0378,27.4292,2.3652,11.6282,22,11,0,3,8,8,81.4638,0.001,0.2727,0.7273,27.2727,7,4,W,0.0116,0.0116,0.0116,0.9341,1.5278,4.3467,3.2542,2,1.1749,2.9765,2.9603,1.2472,1.3096,1.7215,1.7574,1.4409,1.8802,3.4831,3.0969,0.1376,-3,1.0607,1.8672,1.4359,-0.5487,0.0203,2.6026,2.1553,1.841,1.9841,-1.9586,-2,-0.025,0.3757,0.9036,1.911,-2,1.0925,1.6856,1.5384,1.3654,1.4384,1.0659,0.9036,-0.1204,-1.6655,620.6034,2.7928,0
3436,34.17,-79.4,55,72.7,26.7,6.1,152.15,71.37,1,16.525,1242.56,5.5,2,5.5,14.6713,16.525,888.0493,888.0493,464.1969,25618.7743,14.9332,1715.5586,54.1256,0,39.9202,0.7147,0,80.78,20.6,1.4694,46.9077,71.2692,7.481,26.682,45.2709,25.7681,174.52,1,888.0493,1.9131,8.0408,26,9,0,0,9,9,110.4432,0.001,0,1,0,8,4,W,0.0136,0.012,0.012,0.7642,1.5338,4.4086,3.2344,1.7404,1.1665,2.9484,2.9484,1.2181,1.3139,1.712,1.749,1.4265,1.8766,3.4836,3.0943,0.1671,-3,1.0607,1.9073,-2,-2,0.0043,2.6667,2.1823,1.8535,1.8616,-1.9586,-2,-0.1111,0.284,0.9547,2.0432,-2,1.1742,1.6712,-2,1.4111,2.9484,0.9058,0.9547,-0.1459,-1.6576,974.6664,2.9889,0
3437,33.07,-79.47,12,7,27.5,8.2,165.61,77.47,1,18,1358.38,5.5,2,4.5,15.1282,18,954.6838,954.6838,523.9397,28440.1578,14.7016,1934.4916,54.9139,0,42.2859,0.7028,0,88.14,19.3,1.463,46.7786,73.3793,7.0527,33.5239,39.1814,29.6152,174.52,1,954.6838,1.8221,9.594,28,12,0,0,12,12,99.5086,0.001,0,1,0,8,4,W,0.0137,0.0121,0.0121,1.019,1.5196,4.4539,3.2866,1.0792,1.1798,2.9799,2.9799,1.2553,1.2856,1.7243,1.7649,1.4393,1.8886,3.4828,3.133,0.1652,-3,1.0212,1.9452,-2,-2,0.0043,2.7193,2.2191,1.8891,0.8457,-1.9586,-2,0.0124,0.2629,1.0795,1.9979,-2,1.1674,1.67,-2,1.4715,2.9799,0.9825,1.0795,-0.1532,-1.6556,1189.4881,3.0754,0
3438,34.7,-79.57,190,120.8,27.1,6.5,106.68,56.13,0.1,17.0667,991.61,4.6,2,4.6,14.7832,17.0667,919.4985,757.9147,317.1314,16864.2917,12.7879,1318.7721,53.9503,161.5838,7.8425,0.9273,0,50.55,20.6,1.291,52.6153,71.4286,7.4925,15.8025,43.9011,19.1235,174.52,1.2132,5.6905,2.8994,13.5635,22,10,0,4,6,6,67.7923,0.001,0.4,0.6,40,7,4,W,0.0001,0.0119,0.0119,0.8492,1.5405,4.227,3.1202,2.2788,1.1698,2.9636,2.8796,1.2321,1.3139,1.7166,1.752,1.433,1.8775,3.4834,2.9963,0.1109,-3,1.0253,1.7037,1.6022,-0.3872,0.0875,2.5013,2.0281,1.7492,2.0821,-1.9586,-2,-0.0659,0.4638,0.7789,1.8312,-2,1.1068,1.7211,2.2084,1.2816,0.7559,1.1327,0.7789,-0.0328,-1.6596,736.2923,2.8671,0
3439,34.28,-81.63,476,204.4,26.8,5.7,129.03,79.76,6,16.3,1252.98,10.5,4,10.5,14.6186,16.3,883.4754,807.4126,499.5146,25102.7778,17.1373,1464.8008,53.5822,76.0628,41.824,0.7051,0,49.27,21.1,1.2357,61.8151,70.6128,7.7453,16.6372,47.5169,15.9337,174.52,1.0942,11.6151,1.7687,9.9326,26,9,0,2,7,7,88.9469,0.001,0.2222,0.7778,22.2222,7,4,W,0.2664,0.0099,0.0099,0.7642,1.5352,4.3997,3.1658,2.6776,1.1649,2.9462,2.9071,1.2122,1.3243,1.7101,1.7459,1.4281,1.8728,3.4839,3.0979,0.0919,-3,1.2175,1.6926,1.347,-0.6341,0.043,2.6986,2.1107,1.9018,2.3105,-1.9586,-2,-0.1111,0.2501,0.8457,1.9492,-2,1.2339,1.7911,1.8812,1.2023,1.0654,0.9975,0.8457,-0.1517,-1.7011,388.7555,2.5897,0
3440,35.07,-81.5,500,251.6,24.9,3.9,125.22,77.47,-4,14.4667,1228.59,0.5,1,0.5,14.1103,14.4667,797.9021,768.3889,515.2162,26417.9206,19.581,1349.1635,54.112,29.5131,53.9775,0.6494,0,47.75,21,1.2231,61.8671,69.9571,7.684,13.4961,53.1154,13.182,174.52,1.0384,27.0355,1.5487,7.6923,26,9,0,2,7,7,103.7274,0.001,0.2222,0.7778,22.2222,7,3,W,0.106,0.0093,0.0093,0.7642,1.5451,4.4219,3.1301,2.699,1.1495,2.9019,2.8856,1.1604,1.3222,1.6943,1.7316,1.3962,1.869,3.4847,3.0894,0.0875,-3,0.8129,1.679,1.347,-0.6341,0.0205,2.712,2.0977,1.8891,2.4007,-1.9586,-2,-0.1111,0.1928,0.8457,2.0159,-2,1.2918,1.7915,1.4702,1.12,1.4321,0.8866,0.8457,-0.1875,-1.7144,644.0307,2.8089,0
