@relation pecans

@ATTRIBUTE Site numeric 
@ATTRIBUTE lat numeric 
@ATTRIBUTE long numeric 
@ATTRIBUTE ELEV numeric 
@ATTRIBUTE COKLM numeric 
@ATTRIBUTE MWM numeric 
@ATTRIBUTE MCM numeric 
@ATTRIBUTE RHIGH numeric 
@ATTRIBUTE RLOW numeric 
@ATTRIBUTE RRCORR numeric 
@ATTRIBUTE CMAT numeric 
@ATTRIBUTE CRR numeric 
@ATTRIBUTE RRCORR2 numeric 
@ATTRIBUTE SEASON numeric 
@ATTRIBUTE RRCORR3 numeric 
@ATTRIBUTE ET numeric 
@ATTRIBUTE BT numeric 
@ATTRIBUTE PET numeric 
@ATTRIBUTE AE numeric 
@ATTRIBUTE RUNOFF numeric 
@ATTRIBUTE BIO5 numeric 
@ATTRIBUTE BAR5 numeric 
@ATTRIBUTE NAGP numeric 
@ATTRIBUTE TEMP numeric 
@ATTRIBUTE WATD numeric 
@ATTRIBUTE MI numeric 
@ATTRIBUTE HIRX numeric 
@ATTRIBUTE SNOWAC numeric 
@ATTRIBUTE RRANGE numeric 
@ATTRIBUTE TRANGE numeric 
@ATTRIBUTE REVEN numeric 
@ATTRIBUTE MRAIN numeric 
@ATTRIBUTE MTEMP numeric 
@ATTRIBUTE SDTEMP numeric 
@ATTRIBUTE SDRAIN numeric 
@ATTRIBUTE CVTEMP numeric 
@ATTRIBUTE CVRAIN numeric 
@ATTRIBUTE WSTORAGE numeric 
@ATTRIBUTE PTOAE numeric 
@ATTRIBUTE PTOWATD numeric 
@ATTRIBUTE PTORUN numeric 
@ATTRIBUTE PTOWATR numeric 
@ATTRIBUTE PGROW numeric 
@ATTRIBUTE GROWC numeric 
@ATTRIBUTE WLTGRC numeric 
@ATTRIBUTE WATDGRC numeric 
@ATTRIBUTE RUNGRC numeric 
@ATTRIBUTE WATRGRC numeric 
@ATTRIBUTE WRET numeric 
@ATTRIBUTE PERWLTG numeric 
@ATTRIBUTE PERWDEF numeric 
@ATTRIBUTE PERWRET numeric 
@ATTRIBUTE DEFPER numeric 
@ATTRIBUTE AVWAT numeric 
@ATTRIBUTE CLIM numeric 
@ATTRIBUTE CLASS {W,D} 
@ATTRIBUTE MEDSTAB numeric 
@ATTRIBUTE SUCSTAB numeric 
@ATTRIBUTE SUCSTAB2 numeric 
@ATTRIBUTE WACCESS numeric 
@ATTRIBUTE LLAT numeric 
@ATTRIBUTE LBIO5 numeric 
@ATTRIBUTE LNAGP numeric 
@ATTRIBUTE LMEANELV numeric 
@ATTRIBUTE LET numeric 
@ATTRIBUTE LPET numeric 
@ATTRIBUTE LAE numeric 
@ATTRIBUTE LBT numeric 
@ATTRIBUTE LTRANGE numeric 
@ATTRIBUTE LCMAT numeric 
@ATTRIBUTE LMCM numeric 
@ATTRIBUTE LMWM numeric 
@ATTRIBUTE LMTEMP numeric 
@ATTRIBUTE LCVTEMP numeric 
@ATTRIBUTE LCRR numeric 
@ATTRIBUTE LREVEN numeric 
@ATTRIBUTE LRRCORR2 numeric 
@ATTRIBUTE LRRCORR3 numeric 
@ATTRIBUTE LRRANGE numeric 
@ATTRIBUTE LDEFPER numeric 
@ATTRIBUTE LPERWDEF numeric 
@ATTRIBUTE LPTOAE numeric 
@ATTRIBUTE LRUNOFF numeric 
@ATTRIBUTE LRHIGH numeric 
@ATTRIBUTE LRLOW numeric 
@ATTRIBUTE LCOKLM numeric 
@ATTRIBUTE LPERWLTG numeric 
@ATTRIBUTE LSNOWAC numeric 
@ATTRIBUTE LWACCESS numeric 
@ATTRIBUTE LPTORUN numeric 
@ATTRIBUTE LRUNGRC numeric 
@ATTRIBUTE LWRET numeric 
@ATTRIBUTE LWLTGRC numeric 
@ATTRIBUTE LBAR5 numeric 
@ATTRIBUTE LMRAIN numeric 
@ATTRIBUTE LWATD numeric 
@ATTRIBUTE LCVRAIN numeric 
@ATTRIBUTE LPTOWATD numeric 
@ATTRIBUTE LPTOWATR numeric 
@ATTRIBUTE LWATRGRC numeric 
@ATTRIBUTE LHIRX numeric 
@ATTRIBUTE LSSTAB2 numeric 
@ATTRIBUTE EXPREY numeric 
@ATTRIBUTE LEXPREY numeric 
@ATTRIBUTE Pecan {0,1}

@data
22,31.47,-88.25,285,77,27.1,9.2,174.75,83.57,-4,18.6,1623.59,0.5,1,4.5,15.2819,18.6,978.3535,934.8774,735.7166,31540.8965,16.8819,1868.3263,56.4109,43.4761,65.9513,0.6026,0,91.18,17.9,1.2916,47.8226,75.1734,6.6763,25.4691,35.894,18.8243,174.52,1.0465,22.5032,1.3298,9.6321,26,12,0,1,11,11,101.5724,0.001,0.0833,0.9167,8.3333,7,4,W,0.1374,0.01,0.01,1.019,1.498,4.4989,3.2715,2.4548,1.1842,2.9905,2.9708,1.2695,1.2529,1.7292,1.7723,1.433,1.8986,3.4823,3.2105,0.1111,-3,1.0212,1.9599,0.9213,-1.0301,0.0239,2.8667,2.2424,1.9221,1.8865,-1.9586,-2,0.0124,0.127,1.0418,2.0068,-2,1.2274,1.6796,1.6384,1.2747,1.3524,0.9842,1.0418,-0.22,-1.699,631.2866,2.8002,0
23,33.28,-86.35,418,301,26.9,7.3,170.94,82.3,-4,17.4667,1437.64,0.5,1,0.5,14.8986,17.4667,928.0323,832.0851,674.7343,27972.1276,18.1655,1539.8501,55.0111,95.9471,54.9127,0.6455,0,88.64,19.6,1.4268,48.1455,72.7399,7.1364,25.6935,40.8571,21.4464,174.52,1.1153,9.6723,1.3754,9.708,26,11,0,3,8,8,95.5943,0.001,0.2727,0.7273,27.2727,7,4,W,0.1928,0.0111,0.0111,0.9341,1.5223,4.4467,3.1875,2.6212,1.1731,2.9676,2.9202,1.2422,1.2923,1.7199,1.7582,1.4298,1.885,3.483,3.1577,0.1544,-3,0.8129,1.9476,1.4359,-0.5487,0.0513,2.8291,2.2328,1.9154,2.4786,-1.9586,-2,-0.025,0.1416,0.9036,1.9805,-2,1.2592,1.6826,1.9821,1.3314,0.986,0.9876,0.9036,-0.1901,-1.6757,656.8111,2.8174,0
24,32.82,-86.65,610,253,26.2,6,176.78,79.76,-4,16.5333,1513.3,0.5,1,0.5,14.5957,16.5333,882.8737,840.6384,726.659,30754.717,19.6363,1566.2148,54.7311,42.2353,71.4062,0.5834,0,97.02,20.2,1.4018,45.1182,71.6292,7.4041,26.624,44.7828,21.112,174.52,1.0502,20.9037,1.215,8.374,26,10,0,1,9,9,105.4308,0.001,0.1,0.9,10,7,4,W,0.1714,0.0102,0.0102,0.8492,1.5163,4.4879,3.1949,2.7853,1.1642,2.9459,2.9246,1.2184,1.3054,1.7121,1.7482,1.4183,1.8787,3.4836,3.1799,0.1467,-3,0.8129,1.9869,1.0004,-0.9586,0.0254,2.8613,2.2474,1.9018,2.4031,-1.9586,-2,-0.0659,0.0881,0.9547,2.023,-2,1.2931,1.6544,1.6258,1.3245,1.3204,0.9235,0.9547,-0.234,-1.6946,631.458,2.8003,0
25,31.88,-85.48,500,171,26.5,7.8,166.62,68.07,-4,17.7167,1343.64,0.5,1,0.5,14.9438,17.7167,929.3987,863.0051,581.2058,25091.9263,15.3374,1635.9958,56.1036,66.3936,44.5709,0.6917,0,98.55,18.7,1.4881,40.8534,73.8462,6.8297,25.0145,38.5497,22.3404,174.52,1.0769,13.9983,1.5991,10.7283,24,11,0,2,9,8,86.6304,0.001,0.1818,0.7273,18.1818,7,4,W,0.2244,0.0121,0.0121,0.9341,1.5037,4.3995,3.2138,2.699,1.1745,2.9682,2.936,1.2484,1.2718,1.7219,1.7619,1.4232,1.8912,3.4827,3.1283,0.1726,-3,0.8129,1.9937,1.2599,-0.7172,0.0362,2.7643,2.2217,1.833,2.233,-1.9586,-2,-0.025,0.2066,0.9547,1.9377,-2,1.1858,1.6112,1.8222,1.3491,1.1464,1.0309,0.9036,-0.1601,-1.6556,810.776,2.9089,0
26,30.38,-88.23,12,5,27.1,9.8,195.58,89.41,0.1,18.8,1629.17,4.6,2,4.5,15.4071,18.8,981.0856,981.0856,519.6755,32120.4273,15.8689,2024.107,56.9089,0,66.0579,0.6022,0,106.17,17.3,1.4406,45.7153,76.0055,6.4817,31.8585,34.4772,23.4661,117.3525,1,981.0856,1.8879,13.4962,26,12,0,0,12,11,72.6934,0.001,0,0.9167,0,8,4,W,0.0001,0.0113,0.0113,1.019,1.4827,4.5068,3.3062,1.0792,1.1877,2.9917,2.9917,1.2742,1.238,1.7308,1.7767,1.433,1.9031,3.4821,3.212,0.1585,-3,1.0212,2.026,-2,-2,0.0043,2.7157,2.2913,1.9514,0.6998,-1.9586,-2,0.0124,0.2783,1.0795,1.8616,-2,1.2005,1.6601,-2,1.3704,2.9917,1.1305,1.0418,-0.2203,-1.6716,1023.2674,3.01,0
27,30.25,-88.08,8,1,28.3,10.7,184.66,91.69,-0.5,20.3333,1631.95,4,2,4.5,15.7188,20.3333,1087.0696,1080.8962,520.7897,29253.0752,12.3052,2377.2859,55.5496,6.1734,50.1238,0.6661,0,92.97,17.6,1.3578,49.6534,75.9891,6.615,27.5083,32.533,20.2273,117.3525,1.0057,176.0893,2.0873,15.1599,24,12,0,1,11,11,71.7069,0.001,0.0833,0.9167,8.3333,8,4,W,0.0027,0.0111,0.0111,1.019,1.4809,4.4662,3.3761,0.9031,1.1964,3.0363,3.0338,1.3082,1.2455,1.743,1.7832,1.4518,1.903,3.4818,3.2127,0.1328,-3,1.0212,1.9683,0.9213,-1.0301,0.0068,2.7167,2.2664,1.9623,0.0043,-1.9586,-2,0.0124,0.3217,1.0418,1.8556,-2,1.0901,1.6959,0.7912,1.3059,2.2458,1.181,1.0418,-0.1765,-1.6757,439.7882,2.6432,0
28,32.52,-87.88,100,183,26.9,6.8,163.58,88.14,-4,17.3167,1415.8,0.5,1,0.5,14.8114,17.3167,923.9959,810.7746,695.9021,27405.9215,18.581,1474.9396,54.5303,113.2213,53.2258,0.6526,0,75.44,20.1,1.3865,53.8819,72.0445,7.3929,24.5868,42.6921,20.8392,174.52,1.1396,8.161,1.3278,9.2916,26,11,0,3,8,8,99.4438,0.001,0.2727,0.7273,27.2727,7,4,W,0.1765,0.0108,0.0108,0.9341,1.5123,4.4378,3.1688,2,1.1706,2.9657,2.9089,1.2385,1.3032,1.7186,1.7543,1.4298,1.8811,3.4833,3.151,0.1419,-3,0.8129,1.8776,1.4359,-0.5487,0.0605,2.8426,2.2137,1.9452,2.2625,-1.9586,-2,-0.025,0.1264,0.9036,1.9976,-2,1.2691,1.7314,2.054,1.3189,0.9123,0.9686,0.9036,-0.1854,-1.6819,587.9743,2.7694,0
29,31.38,-85.9,469,98,27.1,9.2,161.29,71.63,-4,18.7667,1444.77,0.5,1,4.5,15.2819,18.7667,985.9817,921.1227,566.7821,26350.9673,14.4554,1822.9175,56.4109,64.859,46.5311,0.6824,0,89.66,17.9,1.3396,44.4107,75.1734,6.6011,27.4058,35.1749,22.7627,174.52,1.0704,15.2019,1.7396,10.9357,24,12,0,2,10,10,90.1618,0.001,0.1667,0.8333,16.6667,7,4,W,0.1664,0.011,0.011,1.019,1.4968,4.4208,3.2608,2.6712,1.1842,2.9939,2.9643,1.2734,1.2529,1.7305,1.7723,1.433,1.8986,3.4822,3.1598,0.127,-3,1.0212,1.9526,1.2221,-0.7528,0.0336,2.7534,2.2076,1.8551,1.9913,-1.9586,-2,0.0124,0.2429,1.0004,1.9551,-2,1.16,1.6475,1.812,1.3572,1.1822,1.0392,1.0004,-0.166,-1.6778,758.0603,2.8797,0
30,32,-85.08,215,188,26.8,7.8,162.56,74.42,-4,17.6583,1321.32,0.5,1,0.5,14.9778,17.6583,930.6147,813.8902,546.6022,24147.5788,16.268,1484.3601,55.637,116.7245,41.9836,0.7043,0,88.14,19,1.4763,45.78,73.5376,6.9611,24.4038,39.4212,22.1631,174.52,1.1434,7.9727,1.7025,11.2981,24,11,0,3,8,8,82.3691,0.001,0.2727,0.7273,27.2727,7,4,W,0.2227,0.0121,0.0121,0.9341,1.5053,4.3829,3.1715,2.3324,1.1754,2.9688,2.9106,1.2469,1.2788,1.7215,1.7619,1.4281,1.8895,3.4828,3.121,0.1692,-3,0.8129,1.9452,1.4359,-0.5487,0.062,2.7377,2.211,1.8717,2.2742,-1.9586,-2,-0.025,0.2336,0.9036,1.9158,-2,1.2113,1.6607,2.0672,1.3456,0.9021,1.0534,0.9036,-0.1522,-1.6556,818.4156,2.913,0
31,31.45,-86.95,290,93,27.1,8.7,186.94,69.85,-4,18.3417,1627.38,0.5,1,4.5,15.1818,18.3417,965.9202,961.6308,736.3696,32249.2003,16.4712,1957.9152,55.9805,4.2894,68.4798,0.5935,0,117.09,18.4,1.3785,37.3649,74.4799,6.8402,30.2492,37.2931,22.3052,174.52,1.0045,225.1877,1.3117,8.8079,26,12,0,1,11,12,109.6657,0.001,0.0833,1,8.3333,8,4,W,0.1699,0.0105,0.0105,1.019,1.4978,4.5085,3.2918,2.4624,1.1813,2.9849,2.983,1.2634,1.2648,1.7271,1.7686,1.433,1.8948,3.4825,3.2115,0.1394,-3,1.0212,2.0685,0.9213,-1.0301,0.0063,2.8671,2.2717,1.8442,1.9685,-1.9586,-2,0.0124,0.1211,1.0418,2.0401,-2,1.2167,1.5725,0.6334,1.3484,2.3526,0.9454,1.0795,-0.2266,-1.6882,702.7369,2.8468,0
32,30.55,-87.88,23,2,27.5,10.1,203.2,90.68,0.1,19.3083,1719.84,4.6,2,4.5,15.5118,19.3083,1015.2902,1015.2902,688.6713,36732.0859,17.1438,2142.5932,56.4683,0,69.3939,0.5903,0,112.52,17.4,1.4178,44.626,76,6.4895,29.4202,33.6098,20.5277,174.52,1,1015.2902,1.4743,7.8709,30,12,0,0,12,12,128.9928,0.001,0,1,0,8,4,W,0.0001,0.011,0.011,1.019,1.4852,4.565,3.3309,1.3617,1.1907,3.0066,3.0066,1.2857,1.2405,1.7349,1.7789,1.4393,1.9031,3.482,3.2355,0.1516,-3,1.0212,2.0512,-2,-2,0.0043,2.838,2.3079,1.9575,0.3032,-1.9586,-2,0.0124,0.1715,1.0795,2.1106,-2,1.2341,1.6496,-2,1.3123,3.0066,0.8966,1.0795,-0.2289,-1.6778,689.6229,2.8386,0
33,34.37,-86.88,625,404,26,4.2,164.08,83.82,-4,15.4417,1406.14,0.5,1,0.5,14.2953,15.4417,844.6765,785.1696,652.2131,28971.5703,20.7173,1398.4256,53.0597,59.5068,66.4708,0.6007,0,80.26,21.8,1.4003,51.0848,69.2958,7.934,19.7271,51.3804,16.8351,174.52,1.0758,14.1946,1.2951,8.0694,26,9,0,2,7,7,104.6766,0.001,0.2222,0.7778,22.2222,7,3,W,0.17,0.0102,0.0102,0.7642,1.5363,4.462,3.1456,2.7959,1.1552,2.9267,2.895,1.1887,1.3385,1.7028,1.734,1.415,1.8651,3.4845,3.148,0.1462,-3,0.8129,1.9045,1.347,-0.6341,0.0357,2.8144,2.2151,1.9233,2.6064,-1.9586,-2,-0.1111,0.1156,0.8457,2.0199,-2,1.3163,1.7083,1.7746,1.2262,1.1524,0.9074,0.8457,-0.2213,-1.6946,592.4249,2.7726,0
34,33.68,-87.82,365,309,26.9,5.3,177.8,88.39,-4,16.3833,1491.49,0.5,1,0.5,14.5676,16.3833,887.5838,791.4051,748.2585,31093.5398,21.9446,1416.9094,53.0414,96.1788,68.0393,0.5951,0,89.41,21.6,1.4305,49.7132,69.9583,7.8236,26.6202,47.7534,21.4177,174.52,1.1215,9.2285,1.1862,8.6251,28,9,0,3,6,6,102.9067,0.001,0.3333,0.6667,33.3333,7,4,W,0.1823,0.0105,0.0105,0.7642,1.5275,4.4927,3.1513,2.5623,1.1634,2.9482,2.8984,1.2144,1.3345,1.7108,1.7427,1.4298,1.869,3.484,3.1736,0.1555,-3,0.8129,1.9514,1.523,-0.4643,0.0537,2.8741,2.2499,1.9464,2.49,-1.9586,-2,-0.1111,0.0778,0.7789,2.0125,-2,1.3413,1.6965,1.9831,1.3308,0.9656,0.9363,0.7789,-0.2254,-1.6882,544.4231,2.7359,0
35,31.38,-87.42,275,80,26.8,8.4,161.8,64.77,-4,18.2083,1543.82,0.5,1,4.5,15.0909,18.2083,958.2512,944.3531,732.394,30589.0012,16.1006,1899.8667,56.1932,13.8982,61.1081,0.6207,0,97.03,18.4,1.2577,40.0309,74.3733,6.8301,24.3766,37.5107,18.9478,174.52,1.0147,68.9479,1.3084,8.4473,26,12,0,1,11,11,113.4392,0.001,0.0833,0.9167,8.3333,7,4,W,0.1231,0.0097,0.0097,1.019,1.4968,4.4856,3.2787,2.4393,1.1787,2.9815,2.9751,1.2603,1.2648,1.726,1.7664,1.4281,1.8942,3.4825,3.1886,0.0996,-3,1.0212,1.9869,0.9213,-1.0301,0.0106,2.8648,2.209,1.8114,1.9031,-1.9586,-2,0.0124,0.12,1.0418,2.0548,-2,1.2068,1.6024,1.1433,1.2776,1.8386,0.9272,1.0418,-0.2071,-1.7055,571.8285,2.7573,0
36,34.02,-85.98,565,394,26.6,4.6,166.37,74.93,-4,16.0167,1424.94,0.5,1,0.5,14.4267,16.0167,873.6671,796.5701,702.1957,28679.8384,20.0237,1432.2929,52.7168,77.097,63.0987,0.6131,0,91.44,22,1.4011,45.0382,69.2737,8.0013,23.9521,49.9564,20.1711,174.52,1.0968,11.3321,1.2442,8.8585,26,9,0,3,6,6,98.6248,0.001,0.3333,0.6667,33.3333,7,3,W,0.1723,0.0103,0.0103,0.7642,1.5319,4.4576,3.156,2.752,1.1592,2.9413,2.9012,1.2046,1.3424,1.7077,1.7372,1.4249,1.8649,3.4843,3.1538,0.1465,-3,0.8129,1.9611,1.523,-0.4643,0.0441,2.8465,2.2211,1.8747,2.5955,-1.9586,-2,-0.1111,0.0984,0.7789,1.994,-2,1.3015,1.6536,1.8871,1.3047,1.0547,0.9479,0.7789,-0.2125,-1.6925,616.6614,2.79,0
37,32.83,-88.13,125,219,27.1,6.2,167.89,73.91,-4,17.075,1372.09,0.5,1,0.5,14.7336,17.075,918.0832,763.0222,678.5083,26177.1784,19.6296,1333.5574,53.6596,155.0611,49.4516,0.6691,0,93.98,20.9,1.4683,44.0229,71.0125,7.6633,27.331,44.88,23.9031,174.52,1.2032,5.9208,1.3531,9.4628,26,10,0,3,7,7,97.0207,0.001,0.3,0.7,30,7,4,W,0.2086,0.0115,0.0115,0.8492,1.5164,4.4179,3.125,2.0969,1.1683,2.9629,2.8825,1.2324,1.3201,1.7166,1.7497,1.433,1.8751,3.4836,3.1374,0.1668,-3,0.8129,1.973,1.4773,-0.5086,0.0839,2.8316,2.225,1.8687,2.3405,-1.9586,-2,-0.0659,0.1345,0.8457,1.9869,-2,1.2929,1.6437,2.1905,1.3785,0.7731,0.9765,0.8457,-0.1745,-1.6676,586.4783,2.7683,0
38,31.05,-85.88,145,74,26.6,8.7,166.62,76.45,-4,18.1417,1498.1,0.5,1,4.5,15.1274,18.1417,948.096,937.8931,651.3686,28377.8657,15.1079,1878.3415,56.7905,10.203,58.0114,0.6329,0,90.17,17.9,1.3347,45.8828,75,6.6471,26.5443,36.6402,21.2624,174.52,1.0109,92.9233,1.4555,9.3478,24,12,0,2,10,11,101.4249,0.001,0.1667,0.9167,16.6667,7,4,W,0.1581,0.0105,0.0105,1.019,1.4922,4.453,3.2738,2.1614,1.1798,2.9769,2.9722,1.2587,1.2529,1.7254,1.7686,1.4249,1.8976,3.4824,3.1755,0.1254,-3,1.0212,1.9551,1.2221,-0.7528,0.009,2.8138,2.2217,1.8834,1.8693,-1.9586,-2,0.0124,0.166,1.0004,2.0062,-2,1.1792,1.6616,1.0092,1.3276,1.9682,0.9712,1.0418,-0.1987,-1.6882,737.204,2.8676,0
39,32.7,-87.58,220,206,27.7,7.6,165.35,83.82,-4,18.175,1440.94,0.5,1,0.5,15.0391,18.175,973.919,833.8809,681.9494,27037.9171,17.4961,1545.3707,54.0854,140.0381,47.9528,0.6759,0,81.53,20.1,1.377,50.6925,72.3521,7.3643,26.51,40.5189,22.0773,174.52,1.1679,6.9547,1.4281,11.2089,26,11,0,3,8,7,86.8878,0.001,0.2727,0.6364,27.2727,7,4,W,0.1766,0.0109,0.0109,0.9341,1.5147,4.432,3.189,2.3424,1.1772,2.9885,2.9211,1.2595,1.3032,1.7257,1.7604,1.4425,1.8828,3.4829,3.1586,0.1389,-3,0.8129,1.9113,1.4359,-0.5487,0.0711,2.8338,2.2184,1.9233,2.3139,-1.9586,-2,-0.025,0.1578,0.9036,1.939,-2,1.2429,1.7049,2.1463,1.3439,0.8429,1.05,0.8457,-0.1701,-1.6799,703.4014,2.8472,0
40,31.85,-86.65,470,142,27.3,9,171.45,68.33,-4,18.6583,1463.55,0.5,1,4.5,15.2624,18.6583,984.1261,923.5012,588.8393,26757.7768,14.6158,1830.738,55.9153,60.6248,48.7157,0.6724,0,103.12,18.3,1.4058,39.8542,74.6888,6.736,25.8354,36.1018,21.1831,174.52,1.0656,16.2331,1.6713,12.0275,24,12,0,4,8,8,81.8233,0.001,0.3333,0.6667,33.3333,7,4,W,0.1921,0.0114,0.0114,1.019,1.5032,4.4275,3.2626,2.6721,1.1836,2.9931,2.9654,1.2709,1.2625,1.7296,1.7709,1.4362,1.8959,3.4823,3.1654,0.1479,-3,1.0212,2.0133,1.523,-0.4643,0.0317,2.77,2.2341,1.8346,2.1523,-1.9586,-2,0.0124,0.2256,0.9036,1.9129,-2,1.1648,1.6005,1.7827,1.326,1.2107,1.0805,0.9036,-0.1724,-1.6696,844.0726,2.9264,0
41,34.33,-86.33,578,414,26.2,4.4,157.48,77.72,-4,15.65,1360.4,0.5,1,0.5,14.349,15.65,855.6685,765.9304,652.6296,27495.2464,20.4882,1342.0054,53.0215,89.7381,58.9868,0.629,0,79.76,21.8,1.3891,49.3523,69.382,7.9719,21.0499,50.9389,18.568,174.52,1.1172,9.5352,1.3111,8.622,26,9,0,2,7,7,99.243,0.001,0.2222,0.7778,22.2222,7,3,W,0.17,0.0103,0.0103,0.7642,1.5358,4.4393,3.1278,2.7619,1.1568,2.9323,2.8842,1.1945,1.3385,1.7046,1.7356,1.4183,1.8656,3.4844,3.1337,0.1427,-3,0.8129,1.9018,1.347,-0.6341,0.052,2.8147,2.1972,1.8905,2.617,-1.9586,-2,-0.1111,0.1209,0.8457,1.9967,-2,1.3115,1.6933,1.953,1.2688,0.9798,0.9361,0.8457,-0.2013,-1.6925,625.1756,2.796,0
42,34.23,-87.63,920,372,25.6,3.7,172.21,90.17,-4,15.3417,1587.49,0.5,1,0.5,14.1739,15.3417,840.7179,802.4992,923.1144,38884.4275,26.8162,1450.0335,53.0036,38.2187,88.8255,0.5296,0,82.04,21.9,1.3018,52.3605,68.9802,7.9685,24.363,51.9403,18.4162,174.52,1.0476,21.9976,0.9107,7.4337,28,9,0,1,8,8,113.0957,0.001,0.1111,0.8889,11.1111,7,3,W,0.1232,0.0088,0.0088,0.7642,1.5345,4.5898,3.1614,2.9638,1.1515,2.9247,2.9044,1.1859,1.3404,1.7019,1.73,1.4082,1.8632,3.4846,3.2007,0.1145,-3,0.8129,1.914,1.0461,-0.9169,0.0243,2.9653,2.2361,1.9551,2.5706,-1.9586,-2,-0.1111,-0.0359,0.9036,2.0535,-2,1.4284,1.719,1.5824,1.2652,1.3426,0.8718,0.9036,-0.2761,-1.7258,566.0219,2.7528,0
43,34.1,-87.98,435,367,26.2,3.9,162.56,86.11,-4,15.3917,1541.02,0.5,1,0.5,14.2772,15.3917,846.0934,783.9294,850.9102,39005.0517,27.9654,1394.7608,52.4786,62.164,82.1336,0.549,0,76.45,22.3,1.2659,52.9712,68.6798,8.1167,24.4003,52.7344,19.0006,174.52,1.0793,13.6107,0.9943,7.8186,28,9,0,1,8,7,108.2156,0.001,0.1111,0.7778,11.1111,7,3,W,0.1134,0.0088,0.0088,0.7642,1.5329,4.5911,3.1445,2.6385,1.1546,2.9274,2.8943,1.1873,1.3483,1.7024,1.7316,1.4183,1.8614,3.4847,3.1878,0.1024,-3,0.8129,1.8834,1.0461,-0.9169,0.0371,2.9299,2.211,1.9351,2.5647,-1.9586,-2,-0.1111,0.0019,0.9036,2.0343,-2,1.4466,1.724,1.7936,1.2788,1.1342,0.8937,0.8457,-0.2604,-1.7258,540.8162,2.7331,0
44,31.35,-85.33,370,122,27.4,8.7,160.53,80.77,6,18.6333,1437.9,10.5,4,4.5,15.2135,18.6333,986.9277,919.2869,581.1207,27587.1216,15.1837,1816.8906,55.5006,67.6409,45.6946,0.6864,0,79.76,18.7,1.3397,50.3146,74.1713,6.8882,25.6779,36.9673,21.4295,174.52,1.0736,14.5907,1.6983,12.1471,26,12,0,3,9,9,81.248,0.001,0.25,0.75,25,7,4,W,0.3721,0.0109,0.0109,1.019,1.4964,4.4407,3.2593,2.5682,1.1822,2.9943,2.9635,1.2703,1.2718,1.7294,1.7686,1.4378,1.893,3.4824,3.1577,0.127,-3,1.0212,1.9018,1.3981,-0.585,0.0349,2.7643,2.2056,1.9073,2.0864,-1.9586,-2,0.0124,0.2326,0.9547,1.9099,-2,1.1814,1.7017,1.8303,1.331,1.1644,1.0848,0.9547,-0.1634,-1.6799,446.1071,2.6494,0
45,33.65,-85.6,850,351,26.1,4.9,170.18,80.26,-4,15.775,1440.67,0.5,1,0.5,14.411,15.775,853.0365,781.5355,746.4732,30889.9766,22.2599,1387.6977,53.6939,71.501,68.8873,0.5921,0,89.92,21.2,1.4175,47.1618,70.1828,7.6783,26.3793,48.674,21.9725,174.52,1.0915,11.9304,1.1428,8.279,28,9,0,2,7,7,103.0356,0.001,0.2222,0.7778,22.2222,7,3,W,0.1769,0.0103,0.0103,0.7642,1.5271,4.4898,3.1423,2.9294,1.1587,2.931,2.8929,1.198,1.3263,1.7056,1.7396,1.4166,1.8703,3.4841,3.1586,0.1515,-3,0.8129,1.9539,1.347,-0.6341,0.042,2.873,2.2309,1.9045,2.5453,-1.9586,-2,-0.1111,0.0618,0.8457,2.013,-2,1.3475,1.6736,1.8544,1.3419,1.077,0.9185,0.8457,-0.2276,-1.6925,619.2733,2.7919,0
46,31.95,-86.32,594,159,26.4,7.7,176.53,67.82,-4,17.6417,1426.46,0.5,1,0.5,14.9139,17.6417,927.0548,874.717,593.8267,26822.8304,16.0326,1673.0163,56.1623,52.3378,53.8701,0.6499,0,108.71,18.7,1.485,38.4184,73.8095,6.8802,25.8571,38.9997,21.7522,174.52,1.0598,17.7129,1.5612,11.0254,24,11,0,2,9,8,84.0837,0.001,0.1818,0.7273,18.1818,7,4,W,0.2157,0.0117,0.0117,0.9341,1.5046,4.4285,3.2235,2.7738,1.1736,2.9671,2.9419,1.2465,1.2718,1.7213,1.7612,1.4216,1.891,3.4827,3.1543,0.1717,-3,0.8129,2.0363,1.2599,-0.7172,0.0293,2.7737,2.2468,1.8314,2.2014,-1.9586,-2,-0.025,0.1962,0.9547,1.9248,-2,1.205,1.5845,1.7189,1.3375,1.2485,1.0428,0.9036,-0.1872,-1.6635,875.1172,2.9421,0
