@relation AmericanCranberrybush

@ATTRIBUTE Serial numeric 
@ATTRIBUTE LAT numeric
@ATTRIBUTE LONG numeric
@ATTRIBUTE ELEV numeric 
@ATTRIBUTE COKLM numeric
@ATTRIBUTE VEGNU {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28} 
@ATTRIBUTE MWM numeric 
@ATTRIBUTE MCM numeric 
@ATTRIBUTE RHIGH numeric 
@ATTRIBUTE RLOW numeric 
@ATTRIBUTE RRCORR numeric 
@ATTRIBUTE CMAT numeric 
@ATTRIBUTE ET numeric 
@ATTRIBUTE PET numeric 
@ATTRIBUTE CRR numeric 
@ATTRIBUTE WSTORAGE numeric 
@ATTRIBUTE SNOWAC numeric 
@ATTRIBUTE WRET numeric 
@ATTRIBUTE PERWRET numeric 
@ATTRIBUTE AE numeric 
@ATTRIBUTE RUNOFF numeric 
@ATTRIBUTE WATD numeric 
@ATTRIBUTE MI numeric 
@ATTRIBUTE BT numeric 
@ATTRIBUTE GROWC numeric 
@ATTRIBUTE WLTGRC numeric 
@ATTRIBUTE WATDGRC numeric 
@ATTRIBUTE WATRGRC numeric 
@ATTRIBUTE RUNGRC numeric 
@ATTRIBUTE PGROW numeric 
@ATTRIBUTE SDTEMP numeric 
@ATTRIBUTE CVTEMP numeric 
@ATTRIBUTE SDRAIN numeric 
@ATTRIBUTE CVRAIN numeric 
@ATTRIBUTE RRCORR2 numeric 
@ATTRIBUTE RRCORR3 numeric 
@ATTRIBUTE SEASON {1,2,3,4} 
@ATTRIBUTE PERWRET numeric 
@ATTRIBUTE PERWDEF numeric 
@ATTRIBUTE PERWLTG numeric 
@ATTRIBUTE DEFPER numeric 
@ATTRIBUTE NAGP numeric 
@ATTRIBUTE BIO5 numeric 
@ATTRIBUTE BAR5 numeric 
@ATTRIBUTE HIRX numeric 
@ATTRIBUTE RRANGE numeric 
@ATTRIBUTE TRANGE numeric 
@ATTRIBUTE REVEN numeric 
@ATTRIBUTE MRAIN numeric 
@ATTRIBUTE MTEMP numeric 
@ATTRIBUTE TEMP numeric 
@ATTRIBUTE PTOAE numeric 
@ATTRIBUTE PTOWATD numeric 
@ATTRIBUTE PTORUN numeric 
@ATTRIBUTE PTOWATR numeric 
@ATTRIBUTE MEDSTAB numeric 
@ATTRIBUTE SUCSTAB numeric 
@ATTRIBUTE SUCSTAB2 numeric 
@ATTRIBUTE WACCESS numeric 
@ATTRIBUTE CLIM numeric 
@ATTRIBUTE AVWAT numeric 
@ATTRIBUTE CLASS {W,D} 
@ATTRIBUTE LBIO numeric
@ATTRIBUTE LBIO5 numeric 
@ATTRIBUTE LBAR5 numeric 
@ATTRIBUTE LNAGP numeric 
@ATTRIBUTE LET numeric 
@ATTRIBUTE LPET numeric 
@ATTRIBUTE LAE numeric 
@ATTRIBUTE LBT numeric 
@ATTRIBUTE LTRANGE numeric 
@ATTRIBUTE LCMAT numeric 
@ATTRIBUTE LMCM numeric 
@ATTRIBUTE LMWM numeric 
@ATTRIBUTE LMTEMP numeric 
@ATTRIBUTE LCVTEMP numeric 
@ATTRIBUTE LCRR numeric 
@ATTRIBUTE LREVEN numeric 
@ATTRIBUTE LRHIGH numeric 
@ATTRIBUTE LRLOW numeric 
@ATTRIBUTE LRRCORR3 numeric 
@ATTRIBUTE LRRANGE numeric 
@ATTRIBUTE LMRAIN numeric 
@ATTRIBUTE LRUNOFF numeric 
@ATTRIBUTE LSNOWAC numeric 
@ATTRIBUTE LWATD numeric 
@ATTRIBUTE LCVRAIN numeric 
@ATTRIBUTE LDEFPER numeric
@ATTRIBUTE LSUCSTAB numeric 
@ATTRIBUTE LPTOAE numeric 
@ATTRIBUTE LPTOWATD numeric 
@ATTRIBUTE LPTORUN numeric 
@ATTRIBUTE LPTOWATR numeric 
@ATTRIBUTE LWACCESS numeric 
@ATTRIBUTE LWRET numeric
@ATTRIBUTE LWLTGRC numeric 
@ATTRIBUTE LRUNGRC numeric 
@ATTRIBUTE LWATRGRC numeric 
@ATTRIBUTE LPERWDEF numeric 
@ATTRIBUTE LPERWLTG numeric 
@ATTRIBUTE LHIRX numeric 
@ATTRIBUTE LSSTAB2 numeric 
@ATTRIBUTE LCOKLM numeric 
@ATTRIBUTE LLAT numeric 
@ATTRIBUTE EXPREY numeric 
@ATTRIBUTE LEXPREY numeric 
@ATTRIBUTE AmericanCranberrybush {0,1}

@data
5269,27.9,-106.2,5249,361,25,25.3,9.8,122.6999969,0.100000001,0.100000001,17.875,15.2085,907.3698,424.8,68.94999695,0,1.0701,1.552,450.4826,0,456.8871,-53.1834,17.875,12,5,12,1,0,4,5.8765,32.8754,46.4482,131.2095,4.599999905,4.5,2,0.0833,1,0.4167,100,556.0394,2392.7393,4.3032,2.136,122.6,15.5,3.4661,0.0815,77.9516,60.0593,2.0142,1.986,907.3698,847.9231,0.0008,21.6098,21.6098,0.6033,4,3,D,3.5971,3.3789,0.6338,2.7451,1.1821,2.9578,2.6537,1.2522,1.1903,1.7233,1.7767,1.4031,1.9136,3.4819,2.6282,0.5398,2.0888,-1,1.0212,2.0885,-1.0888,-2,-2,2.6598,2.118,2,1.3346,0.3063,0.3002,2.9578,2.9284,-0.2123,0.0335,0.6998,-2,0.0043,0.0043,-0.3699,0.3296,1.3349,2.5575,1.4458,345.0591,2.5379,0
5270,28.18,-105.5,3822,425,25,27.5,11.1,69,0.899999976,1,19.4,15.7377,1006.7819,273.8,68.94999695,0,0.9124,1.3232,295.6971,0,711.0848,-72.8044,19.4,12,8,12,1,0,2,6.079,31.3352,25.364,111.1642,5.5,4.5,2,0.0833,1,0.6667,100,276.4434,823.3296,2.9783,3.6771,68.1,16.4,3.0241,1.3043,77.3793,57.1979,3.4048,1.4158,1006.7819,1103.4678,0.0959,40.2356,40.2356,0.3533,4,2,D,2.8656,2.9156,0.474,2.4416,1.1969,3.0029,2.4708,1.2878,1.2148,1.7356,1.786,1.4393,1.9105,3.4816,2.4374,0.4806,1.8388,-0.0458,1.0212,1.8331,0.1154,-2,-2,2.8519,2.046,2,1.6046,0.5334,0.1541,3.0029,3.0428,-0.4397,-0.0351,0.9036,-2,0.0043,0.0043,-0.1696,0.5655,1.6047,2.6284,1.4501,175.5977,2.2445,0
5271,28.2,-105.47,3839,601,25,27.1,9.5,67,0.600000024,2,18.85,15.3438,983.8241,266.6,68.94999695,0,3.723,5.3995,302.1164,32.6857,681.7078,-72.9017,18.85,12,5,10,2,2,4,6.4909,34.4345,23.1346,104.1318,6.5,4.5,3,0.1667,0.8333,0.4167,83.3333,286.4767,1094.4449,3.8204,3.6903,66.4,17.6,3.0158,0.8955,75.5895,56.6626,3.2564,1.4432,30.0995,264.2581,0.3687,24.1577,24.1577,0.6033,4,2,D,2.924,3.0392,0.5821,2.4571,1.1859,2.9929,2.4802,1.2753,1.2455,1.7312,1.7745,1.433,1.9009,3.4821,2.4259,0.4794,1.8261,-0.2218,1.0212,1.8222,-0.0479,1.5145,-2,2.8336,2.0176,1.9209,1.3831,0.5141,0.1623,1.4787,2.422,-0.2123,0.5721,0.6998,0.3032,0.3032,-0.074,-0.3699,0.5671,1.3832,2.7789,1.4504,188.075,2.2743,0
5272,31.73,-106.48,3734,680,25,27.5,6.1,44.5,5.300000191,0.100000001,17.1083,14.7619,927.6568,229.5,68.94999695,0,5.9419,8.6177,255.0797,47.4767,672.5771,-75.2602,17.1083,10,6,8,2,2,8,7.9766,46.6241,12.9421,67.6712,4.599999905,4.599999905,2,0.2,0.8,0.6,80,216.3127,1372.7108,6.346,4.0421,39.2,21.4,2.3268,11.9101,70.4828,53.0032,3.6367,1.3793,19.5392,156.1214,0.0007,26.7758,26.7758,0.35,4,2,D,2.7504,3.1376,0.8025,2.3351,1.1691,2.9674,2.4067,1.2332,1.3304,1.7169,1.749,1.4393,1.8721,3.4838,2.3608,0.3668,1.6484,0.7243,1.0253,1.5933,1.0759,1.6766,-2,2.8277,1.8304,1.9031,1.4277,0.5619,0.1428,1.2911,2.1935,-0.4437,0.7747,0.7789,0.3032,0.3032,-0.0915,-0.2147,0.6066,1.4279,2.8325,1.5016,151.187,2.1795,0
5273,31.73,-106.48,3734,610,25,27.2,6.4,46.09999847,3.700000048,2,17.0917,14.7778,930.6785,248.1,68.94999695,0,6.0704,8.8041,272.3334,48.0524,658.3451,-73.342,17.0917,10,5,8,2,2,10,8.1133,47.4696,14.386,69.5816,6.5,6.5,3,0.2,0.8,0.5,80,241.1391,1761.0759,7.3032,3.7512,42.4,20.8,2.2297,8.026,71.1911,53.7112,3.4174,1.4137,19.368,153.3136,0.2575,20.6096,20.6096,0.4333,4,2,D,2.8408,3.2458,0.8635,2.3823,1.1696,2.9688,2.4351,1.2328,1.3181,1.7168,1.7513,1.4346,1.8762,3.4839,2.3946,0.3483,1.6637,0.5682,1.0969,1.6274,0.9045,1.6818,-2,2.8185,1.8425,1.9031,1.3141,0.535,0.1534,1.2873,2.1856,-0.3533,0.7839,0.6998,0.3032,0.3032,-0.0915,-0.2924,0.5742,1.3143,2.7853,1.5016,148.3663,2.1713,0
5274,31.73,-106.48,3734,601,25,28.8,7.5,40.90000153,5.599999905,0.100000001,17.875,15.1331,968.0338,219.6,68.94999695,0,3.879,5.6258,250.7156,49.1967,717.3182,-77.3148,17.875,10,6,8,2,2,6,7.8624,43.9852,11.9504,65.3029,4.599999905,4.599999905,2,0.2,0.8,0.6,80,210.204,1048.6985,4.989,4.4082,35.3,21.3,2.235,13.6919,71.1382,52.3847,3.8611,1.3495,19.6768,249.5573,0.0007,27.6314,27.6314,0.35,4,2,D,2.6744,3.0207,0.698,2.3226,1.1799,2.9859,2.3992,1.2522,1.3284,1.7233,1.7597,1.4594,1.8759,3.4834,2.3416,0.3493,1.6117,0.7482,1.0253,1.5478,1.1365,1.692,-2,2.8557,1.8149,1.9031,1.4414,0.5878,0.1334,1.2942,2.3972,-0.4437,0.5898,0.7789,0.3032,0.3032,-0.0915,-0.2147,0.6443,1.4416,2.7789,1.5016,151.551,2.1806,0
5275,27.3,-105.17,4544,470,25,25.1,9.8,121.1999969,0.600000024,2,17.7917,15.1845,898.0524,418.5,68.94999695,0,2.0037,2.906,449.8274,5.3166,448.2251,-53.3992,17.7917,12,5,10,3,2,6,5.6919,31.9917,42.6659,122.3395,6.5,4.5,3,0.25,0.8333,0.4167,83.3333,554.6974,2807.0505,5.0605,2.1459,120.6,15.3,3.4753,0.495,78.174,60.4222,1.9964,2.0036,168.9151,448.2046,0.3252,21.7607,21.7607,0.6033,4,3,D,3.6075,3.4483,0.7042,2.7441,1.1814,2.9533,2.653,1.2502,1.1847,1.7226,1.7767,1.3997,1.9147,3.4817,2.6217,0.541,2.0835,-0.2218,1.0212,2.0813,-0.3054,0.7264,-2,2.6515,2.0876,1.9209,1.3377,0.3024,0.304,2.2277,2.6515,-0.2123,0.304,0.6998,0.3032,0.4786,-0.074,-0.3699,0.3316,1.3379,2.6721,1.4363,381.767,2.5818,0
5276,28.38,-105.62,3937,500,25,27,9.2,76.40000153,2.200000048,3,18.8167,15.2713,985.5494,333.4,68.94999695,0,3.8281,5.552,367.2972,30.0609,618.2523,-66.1712,18.8167,12,6,10,2,2,5,6.6369,35.2715,29.2653,105.3339,7.5,4.5,3,0.1667,0.8333,0.5,83.3333,396.2134,1683.442,4.2488,2.9561,74.2,17.8,2.7499,2.8796,75.2778,56.5759,2.6832,1.5941,32.7851,257.4489,0.6733,23.4147,23.4147,0.52,4,2,D,3.2036,3.2262,0.6283,2.5979,1.1839,2.9937,2.565,1.2745,1.2504,1.7309,1.7723,1.4314,1.8992,3.4822,2.523,0.4393,1.8831,0.3424,1.0212,1.8704,0.4593,1.4781,-2,2.7912,2.0226,1.9209,1.3695,0.4303,0.2052,1.5158,2.4107,-0.2757,0.5841,0.7789,0.3032,0.3032,-0.074,-0.2924,0.4707,1.3697,2.699,1.4532,235.1509,2.3713,0
5277,27.97,-105.28,5249,520,25,26.8,11.2,68.59999847,1.600000024,1,19.4417,15.6949,1000.2147,279.8,68.94999695,0,2.1361,3.0981,313.2545,17.8123,686.9601,-72.026,19.4417,12,7,11,1,1,4,5.7476,29.5635,20.3823,87.4153,5.5,4.5,2,0.0833,0.9167,0.5833,91.6667,304.2213,1152.5488,3.7885,3.5747,67,15.6,2.9421,2.3324,78.273,58.5231,3.193,1.456,56.1529,468.2391,0.092,33.6982,33.6982,0.4367,4,2,D,2.9565,3.0617,0.5785,2.4832,1.1958,3.0001,2.4959,1.2887,1.1931,1.7359,1.7868,1.4281,1.9153,3.4814,2.4468,0.4687,1.8363,0.2041,1.0212,1.8261,0.3678,1.251,-2,2.8369,1.9416,1.9623,1.5276,0.5056,0.1661,1.7494,2.6705,-0.35,0.3317,0.8457,0.0043,0.0043,-0.0331,-0.2267,0.5532,1.5277,2.716,1.4468,188.5578,2.2754,0
5278,29.57,-104.4,2759,641,25,29.7,9.7,68.90000153,2.099999905,3,20.0583,15.6286,1089.7458,293,68.94999695,0,3.737,5.4199,328.883,27.5066,760.8629,-73.113,20.0583,12,4,10,2,2,4,7.395,36.8676,22.9095,93.8271,7.5,4.5,3,0.1667,0.8333,0.3333,83.3333,329.8289,1142.7971,3.4648,3.7193,66.8,20,2.8218,3.0479,73.2262,52.6442,3.3135,1.4323,39.6176,291.6076,0.7715,17.896,17.896,0.6867,4,2,D,2.9251,3.058,0.5397,2.5183,1.1939,3.0373,2.517,1.3023,1.301,1.7408,1.776,1.4728,1.8878,3.4824,2.4669,0.4505,1.8382,0.3222,1.0212,1.8248,0.484,1.4396,-2,2.8813,1.9723,1.9209,1.2528,0.5216,0.159,1.598,2.4648,-0.157,0.5737,0.6031,0.3032,0.3032,-0.074,-0.4643,0.5705,1.253,2.8069,1.471,194.4618,2.2888,0
5279,29.47,-105.08,3970,361,25,27,8.1,74.40000153,3.900000095,3,18.775,15.0558,998.4397,310.4,68.94999695,0,4.2111,6.1074,344.3963,30.8794,654.0434,-68.9115,18.775,12,7,10,2,2,3,7.1147,37.8943,26.9384,104.1431,7.5,4.5,3,0.1667,0.8333,0.5833,83.3333,356.055,1197.9286,3.3644,3.2166,70.5,18.9,2.8763,5.2419,73.75,55.6034,2.8991,1.5266,32.3335,237.0995,0.7084,28.7828,28.7828,0.4367,4,2,D,3.0953,3.0784,0.5269,2.5515,1.1777,2.9993,2.5371,1.2736,1.2765,1.7306,1.7642,1.4314,1.8907,3.4826,2.4919,0.4588,1.8716,0.5911,1.0212,1.8482,0.7195,1.4898,-2,2.8156,2.0176,1.9209,1.4591,0.4638,0.1866,1.5098,2.3749,-0.35,0.6254,0.8457,0.3032,0.3032,-0.074,-0.2267,0.5074,1.4593,2.5575,1.4695,209.8282,2.3219,0
5280,27.75,-107.63,7671,210,25,17.4,4.9,181.6000061,9.899999619,0.100000001,10.9417,12.8878,638.7294,705,195.9199982,0,121.9336,62.2364,637.3746,284.0526,1.3548,10.3754,10.9417,7,0,1,6,6,20,4.7437,43.3544,54.8517,93.3647,4.599999905,4.599999905,2,0.8571,0.1429,0.001,14.2857,989.2253,14978.4766,15.1416,0.906,171.7,12.5,3.0911,5.4515,79.9679,65.1524,1.0021,471.4508,2.2486,5.2383,0.0004,0.0258,0.0258,0.5944,3,8,W,4.5388,4.1755,1.1802,2.9953,1.1102,2.8053,2.8044,1.0391,1.0969,1.6622,1.7396,1.2405,1.9241,3.4834,2.8482,0.4901,2.2591,0.9956,1.0253,2.2348,0.7365,2.4534,-2,0.1351,1.9702,1.1552,-1.5887,0.0052,2.6734,0.3538,0.72,-0.2187,2.0862,-2,0.7789,0.7789,-0.8157,-1.9586,-0.0429,-1.4463,2.3222,1.4434,628.2231,2.7981,0
5281,29.43,-107.4,5249,361,25,22.3,7.6,116.0999985,1.5,1,14.8917,14.3348,771.9993,362.4,68.94999695,0,2.8749,4.1695,395.5142,14.5355,376.4851,-53.0569,14.8917,11,5,9,2,2,5,5.7237,38.4356,38.8469,128.632,5.5,5.5,2,0.1818,0.8182,0.4545,81.8182,448.0113,2465.6514,5.5035,2.1302,114.6,14.7,3.8444,1.292,78.1575,62.7238,1.9519,2.0505,53.1113,268.5346,0.0842,25.1496,25.1496,0.5183,3,3,D,3.6089,3.3919,0.7406,2.6513,1.1564,2.8876,2.5972,1.1729,1.1673,1.698,1.7604,1.3483,1.9146,3.4827,2.5592,0.5848,2.0648,0.1761,1.0607,2.0592,0.1113,1.1627,-2,2.5758,2.1093,1.9129,1.4005,0.2927,0.314,1.7253,2.429,-0.2771,0.4601,0.6998,0.3032,0.3032,-0.0819,-0.333,0.3284,1.4007,2.5575,1.4689,315.246,2.4987,0
5282,28.4,-106.87,6726,370,25,22.4,8.3,117.8000031,2.900000095,1,15.225,14.4887,776.9717,400.1,195.9199982,0,68.3382,34.8807,548.2466,174.5274,228.7251,-48.5052,15.225,12,3,6,9,6,5,5.2363,34.3925,40.9486,122.8152,5.5,4.5,2,0.75,0.5,0.25,50,770.3713,3321.7834,4.3119,1.9419,114.9,14.1,3.5331,2.4618,79.0801,63.5383,1.4172,3.397,4.4519,11.3695,0.0767,12.3598,12.3598,0.77,3,5,W,4.0716,3.5214,0.6347,2.8867,1.161,2.8904,2.739,1.1826,1.1492,1.7009,1.7657,1.3502,1.9195,3.4821,2.6022,0.5482,2.0711,0.4624,1.0212,2.0603,0.3913,2.2419,-2,2.3593,2.0893,1.6991,1.092,0.1545,0.5324,0.6495,1.0561,-0.1079,1.8347,0.4786,0.7789,0.9547,-0.2924,-0.585,0.2882,1.0924,2.5682,1.4535,877.5627,2.9433,0
5283,29.43,-104.87,2986,595,25,29.2,8.9,66,0.600000024,0.100000001,19.6,15.4276,1068.4591,257.5,68.94999695,0,3.5566,5.1582,293.1849,21.0695,775.2742,-75.8999,19.6,12,10,10,2,2,0,7.7286,39.4315,23.6218,110.082,4.599999905,4.5,2,0.1667,0.8333,0.8333,83.3333,272.5555,479.307,1.7586,4.1494,65.4,20.3,3.0757,0.9091,72.6415,52.861,3.6443,1.3782,50.7113,300.417,0.001,50.6887,50.6887,0.1867,4,2,D,2.7828,2.6806,0.2452,2.4355,1.1883,3.0288,2.4671,1.2923,1.3075,1.7372,1.7701,1.4654,1.8845,3.4828,2.4108,0.4879,1.8195,-0.2218,1.0212,1.8156,-0.0414,1.3239,-2,2.8895,2.0417,1.9209,1.7049,0.5628,0.1424,1.7052,2.4777,-0.7063,0.5523,1.0004,0.3032,0.3032,-0.074,-0.074,0.618,1.705,2.7745,1.4689,198.5267,2.2978,0
5284,29.28,-105.98,2625,446,25,26.9,8,72.09999847,2.299999952,2,18.0667,15.026,954.1,280.9,68.94999695,0,3.3339,4.8353,313.227,20.4122,640.873,-70.5586,18.0667,11,7,10,1,1,3,7.0922,39.2555,26.698,114.0535,6.5,6.5,3,0.0909,0.9091,0.6364,90.9091,304.177,1072.135,3.5247,3.3966,69.8,18.9,3.0801,3.19,73.7135,55.6679,3.046,1.4888,46.7415,286.1799,0.351,35.2064,35.2064,0.3517,4,2,D,3.0127,3.0302,0.5471,2.4831,1.1768,2.9796,2.4959,1.2569,1.2765,1.7248,1.7634,1.4298,1.8905,3.4828,2.4486,0.4886,1.8579,0.3617,1.0969,1.8439,0.5038,1.3101,-2,2.8068,2.0571,1.9587,1.5466,0.4852,0.1757,1.6698,2.4567,-0.4417,0.5243,0.8457,0.0043,0.0043,-0.0366,-0.1895,0.531,1.5467,2.6493,1.4667,171.6868,2.2347,0
5285,28.2,-105.47,3839,500,25,27,9.9,62.90000153,3.299999952,1,18.8583,15.4183,977.9504,278.3,68.94999695,0,2.6766,3.8819,310.7043,25.7069,667.246,-71.5425,18.8583,12,6,10,2,2,5,6.2853,33.3288,23.9015,103.0606,5.5,4.5,2,0.1667,0.8333,0.5,83.3333,300.1211,1302.2058,4.3389,3.514,59.6,17.1,2.7122,5.2464,76.25,57.1602,3.1475,1.4657,38.0423,365.3733,0.0823,25.7659,25.7659,0.52,4,2,D,2.9716,3.1147,0.6374,2.4773,1.188,2.9903,2.4923,1.2755,1.233,1.7313,1.7774,1.4314,1.9044,3.4819,2.4445,0.4333,1.7987,0.5185,1.0212,1.7752,0.7199,1.4102,-2,2.8243,2.0131,1.9209,1.411,0.4993,0.169,1.5804,2.5627,-0.2757,0.4292,0.7789,0.3032,0.3032,-0.074,-0.2924,0.5458,1.4112,2.699,1.4504,214.2294,2.3309,0
5286,28.55,-107.37,8202,340,25,20,4.5,129.6999969,1.200000048,1,12.3417,13.4043,686.0746,434,195.9199982,0,80.768,41.225,547.0187,205.7837,139.056,-36.7416,12.3417,8,1,4,6,4,9,5.8438,47.3501,46.4971,128.5635,5.5,5.5,2,0.75,0.5,0.125,50,767.5092,5261.1938,6.8549,1.5808,128.5,15.5,3.5862,0.9252,76.1538,61.224,1.2542,4.9338,3.334,8.4944,0.0638,5.1549,5.1549,0.5967,3,6,W,4.2275,3.7211,0.836,2.8851,1.1272,2.8364,2.738,1.0914,1.1903,1.6752,1.7364,1.301,1.9039,3.4839,2.6375,0.5546,2.1129,0.0792,1.0607,2.1089,-0.0338,2.3134,-2,2.1432,2.1091,1.6991,0.7122,0.1018,0.6941,0.5243,0.9296,-0.217,1.9073,0.0043,0.6031,0.7789,-0.2924,-0.8697,0.1989,0.7131,2.5315,1.4558,674.1708,2.8288,0
5287,26.75,-104.35,4134,500,27,25.8,9.3,75.90000153,2.599999905,2,18.4083,15.1592,941.3854,317.5,68.94999695,0,3.0652,4.4455,349.5758,20.8184,591.8096,-66.2731,18.4083,12,5,10,2,2,5,6.1051,33.1646,27.1656,102.6733,6.5,4.5,3,0.1667,0.8333,0.4167,83.3333,364.9881,1632.2947,4.4722,2.965,73.3,16.5,2.8687,3.4256,76.6949,58.6947,2.6929,1.5907,45.2189,307.1223,0.3148,20.5535,20.5535,0.6033,4,2,D,3.1871,3.2128,0.6505,2.5623,1.1807,2.9738,2.5435,1.265,1.2175,1.7276,1.7731,1.4116,1.9068,3.4819,2.5017,0.4577,1.8802,0.415,1.0212,1.8651,0.5347,1.3187,-2,2.7722,2.0115,1.9209,1.3129,0.4318,0.2043,1.6554,2.4873,-0.2123,0.4879,0.6998,0.3032,0.3032,-0.074,-0.3699,0.472,1.3131,2.699,1.4275,243.4687,2.3864,0
5288,26.75,-104.35,4134,500,27,28.3,11.4,86.90000153,3.099999905,3,20.5083,15.8795,1084.1755,327.7,68.94999695,0,1.6754,2.4298,359.4087,8.5004,724.7669,-69.7743,20.5083,12,7,11,1,1,3,6.1469,29.9727,30.1607,110.4451,7.5,4.5,3,0.0833,0.9167,0.5833,91.6667,382.188,1192.9664,3.1214,3.3084,83.8,16.9,3.1822,3.5673,76.9441,56.0017,3.0166,1.4959,127.5437,647.1223,0.8403,34.476,34.476,0.4367,4,2,D,3.0591,3.0766,0.4944,2.5823,1.2008,3.0351,2.5556,1.3119,1.2279,1.7444,1.7882,1.4518,1.9082,3.4814,2.5155,0.5027,1.939,0.4914,1.0212,1.9232,0.5523,0.93,-2,2.8602,2.0431,1.9623,1.5375,0.4809,0.1778,2.1057,2.811,-0.35,0.2267,0.8457,0.0043,0.0043,-0.0331,-0.2267,0.5196,1.5376,2.699,1.4275,204.5438,2.3108,0
5289,29.7,-106.65,5052,585,25,25.3,7.2,89.30000305,2.099999905,0.100000001,17.2333,14.6897,900.7744,328.9,68.94999695,0,3.1404,4.5546,366.2563,34.6662,534.5181,-63.487,17.2333,10,5,8,1,2,5,6.9088,40.0897,31.2048,113.8516,4.599999905,4.599999905,2,0.1,0.8,0.5,80,394.3513,1809.8341,4.5894,2.7387,87.2,18.1,3.2581,2.3516,74.2532,57.3561,2.4594,1.6852,25.9842,286.8347,0.0008,25.8445,25.8445,0.4333,4,2,D,3.3075,3.2576,0.6618,2.5959,1.167,2.9546,2.5638,1.2364,1.2577,1.7179,1.7574,1.4031,1.8935,3.4829,2.5171,0.513,1.9509,0.3222,1.0253,1.9405,0.3714,1.54,-2,2.728,2.0563,1.9031,1.4124,0.3926,0.2292,1.4149,2.4576,-0.3533,0.4984,0.6998,0.3032,0.0043,-0.0915,-0.2924,0.4376,1.4125,2.7672,1.4729,248.2558,2.3949,0
5290,29.07,-105.15,3150,552,25,26.6,8.9,78.59999847,0.699999988,-1,18.8333,15.1673,986.6396,273.8,68.94999695,0,1.6663,2.4167,300.7732,10.6661,685.8665,-72.2492,18.8333,12,7,10,2,2,3,6.5847,34.9632,30.4559,133.4809,3.5,4.5,2,0.1667,0.8333,0.5833,83.3333,284.3655,985.0456,3.464,3.6035,77.9,17.7,3.4449,0.8906,75.2793,56.9724,3.2803,1.4385,92.5026,592.1051,0.0996,37.25,37.25,0.4367,4,2,D,2.9142,2.9935,0.5396,2.4539,1.1809,2.9942,2.4782,1.2749,1.248,1.7311,1.7701,1.4249,1.8992,3.4822,2.4374,0.5372,1.8954,-0.1549,1.0212,1.8915,-0.0503,1.0284,-2,2.8362,2.1254,1.9209,1.5711,0.5172,0.1609,1.9662,2.7724,-0.35,0.2244,0.8457,0.3032,0.3032,-0.074,-0.2267,0.5567,1.5712,2.7419,1.4636,234.1039,2.3694,0
5291,30.12,-107.62,4701,480,25,25.3,8.2,78.80000305,3.5,1,17.0417,14.8765,884.1038,296.4,68.94999695,0,5.4678,7.9301,336.4085,39.5417,547.6953,-66.4745,17.0417,12,4,10,2,2,7,6.6082,38.7766,27.2134,110.1756,5.5,4.5,2,0.1667,0.8333,0.3333,83.3333,342.4516,1891.7039,5.524,2.9828,75.3,17.1,3.1903,4.4416,75.6757,58.4339,2.6281,1.6142,22.3588,161.6935,0.0864,18.2267,18.2267,0.6867,4,2,D,3.2076,3.2769,0.7423,2.5346,1.1725,2.9465,2.5269,1.2315,1.233,1.7164,1.7649,1.4031,1.9013,3.4827,2.4719,0.5038,1.8965,0.5441,1.0212,1.8768,0.6475,1.5972,-2,2.7385,2.0421,1.9209,1.2607,0.4213,0.2106,1.3496,2.2087,-0.157,0.7386,0.6031,0.3032,0.3032,-0.074,-0.4643,0.4746,1.2609,2.6813,1.479,229.428,2.3606,0
5292,29.82,-106.38,5315,467,25,24.3,5.6,82.69999695,3.700000048,0.100000001,15.0167,14.2846,798.044,330,68.94999695,0,5.3232,7.7204,367.1297,38.4688,430.9143,-58.6489,15.0167,9,4,9,0,0,7,6.994,46.5749,30.9466,112.5329,4.599999905,4.599999905,2,0,1,0.4444,100,395.9136,2424.7466,6.1244,2.4183,79,18.7,3.0073,4.474,73.0159,56.9784,2.1737,1.852,20.7452,149.9178,0.0007,20.0175,20.0175,0.4317,3,3,D,3.4598,3.3847,0.7871,2.5976,1.1549,2.902,2.5648,1.1766,1.2718,1.6991,1.7451,1.3856,1.8866,3.4838,2.5185,0.4782,1.9175,0.5682,1.0253,1.8976,0.6507,1.5852,-2,2.6344,2.0513,2,1.3014,0.3392,0.27,1.3171,2.1759,-0.3549,0.727,0.6031,-2,-2,0.0043,-0.3425,0.3835,1.3016,2.6693,1.4747,90.1858,1.9551,0
