@relation AmericanCranberrybush

@ATTRIBUTE Serial numeric 
@ATTRIBUTE LAT numeric
@ATTRIBUTE LONG numeric
@ATTRIBUTE ELEV numeric 
@ATTRIBUTE COKLM numeric
@ATTRIBUTE VEGNU {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28} 
@ATTRIBUTE MWM numeric 
@ATTRIBUTE MCM numeric 
@ATTRIBUTE RHIGH numeric 
@ATTRIBUTE RLOW numeric 
@ATTRIBUTE RRCORR numeric 
@ATTRIBUTE CMAT numeric 
@ATTRIBUTE ET numeric 
@ATTRIBUTE PET numeric 
@ATTRIBUTE CRR numeric 
@ATTRIBUTE WSTORAGE numeric 
@ATTRIBUTE SNOWAC numeric 
@ATTRIBUTE WRET numeric 
@ATTRIBUTE PERWRET numeric 
@ATTRIBUTE AE numeric 
@ATTRIBUTE RUNOFF numeric 
@ATTRIBUTE WATD numeric 
@ATTRIBUTE MI numeric 
@ATTRIBUTE BT numeric 
@ATTRIBUTE GROWC numeric 
@ATTRIBUTE WLTGRC numeric 
@ATTRIBUTE WATDGRC numeric 
@ATTRIBUTE WATRGRC numeric 
@ATTRIBUTE RUNGRC numeric 
@ATTRIBUTE PGROW numeric 
@ATTRIBUTE SDTEMP numeric 
@ATTRIBUTE CVTEMP numeric 
@ATTRIBUTE SDRAIN numeric 
@ATTRIBUTE CVRAIN numeric 
@ATTRIBUTE RRCORR2 numeric 
@ATTRIBUTE RRCORR3 numeric 
@ATTRIBUTE SEASON {1,2,3,4} 
@ATTRIBUTE PERWRET numeric 
@ATTRIBUTE PERWDEF numeric 
@ATTRIBUTE PERWLTG numeric 
@ATTRIBUTE DEFPER numeric 
@ATTRIBUTE NAGP numeric 
@ATTRIBUTE BIO5 numeric 
@ATTRIBUTE BAR5 numeric 
@ATTRIBUTE HIRX numeric 
@ATTRIBUTE RRANGE numeric 
@ATTRIBUTE TRANGE numeric 
@ATTRIBUTE REVEN numeric 
@ATTRIBUTE MRAIN numeric 
@ATTRIBUTE MTEMP numeric 
@ATTRIBUTE TEMP numeric 
@ATTRIBUTE PTOAE numeric 
@ATTRIBUTE PTOWATD numeric 
@ATTRIBUTE PTORUN numeric 
@ATTRIBUTE PTOWATR numeric 
@ATTRIBUTE MEDSTAB numeric 
@ATTRIBUTE SUCSTAB numeric 
@ATTRIBUTE SUCSTAB2 numeric 
@ATTRIBUTE WACCESS numeric 
@ATTRIBUTE CLIM numeric 
@ATTRIBUTE AVWAT numeric 
@ATTRIBUTE CLASS {W,D} 
@ATTRIBUTE LBIO numeric
@ATTRIBUTE LBIO5 numeric 
@ATTRIBUTE LBAR5 numeric 
@ATTRIBUTE LNAGP numeric 
@ATTRIBUTE LET numeric 
@ATTRIBUTE LPET numeric 
@ATTRIBUTE LAE numeric 
@ATTRIBUTE LBT numeric 
@ATTRIBUTE LTRANGE numeric 
@ATTRIBUTE LCMAT numeric 
@ATTRIBUTE LMCM numeric 
@ATTRIBUTE LMWM numeric 
@ATTRIBUTE LMTEMP numeric 
@ATTRIBUTE LCVTEMP numeric 
@ATTRIBUTE LCRR numeric 
@ATTRIBUTE LREVEN numeric 
@ATTRIBUTE LRHIGH numeric 
@ATTRIBUTE LRLOW numeric 
@ATTRIBUTE LRRCORR3 numeric 
@ATTRIBUTE LRRANGE numeric 
@ATTRIBUTE LMRAIN numeric 
@ATTRIBUTE LRUNOFF numeric 
@ATTRIBUTE LSNOWAC numeric 
@ATTRIBUTE LWATD numeric 
@ATTRIBUTE LCVRAIN numeric 
@ATTRIBUTE LDEFPER numeric
@ATTRIBUTE LSUCSTAB numeric 
@ATTRIBUTE LPTOAE numeric 
@ATTRIBUTE LPTOWATD numeric 
@ATTRIBUTE LPTORUN numeric 
@ATTRIBUTE LPTOWATR numeric 
@ATTRIBUTE LWACCESS numeric 
@ATTRIBUTE LWRET numeric
@ATTRIBUTE LWLTGRC numeric 
@ATTRIBUTE LRUNGRC numeric 
@ATTRIBUTE LWATRGRC numeric 
@ATTRIBUTE LPERWDEF numeric 
@ATTRIBUTE LPERWLTG numeric 
@ATTRIBUTE LHIRX numeric 
@ATTRIBUTE LSSTAB2 numeric 
@ATTRIBUTE LCOKLM numeric 
@ATTRIBUTE LLAT numeric 
@ATTRIBUTE EXPREY numeric 
@ATTRIBUTE LEXPREY numeric 
@ATTRIBUTE AmericanCranberrybush {0,1}

@data
11,31.72,-87.22,178,115.9000015,10,27.1111,8.8889,172.2120056,55.88000107,-4,18.5556,15.2203,975.924,1431.5439,174.5200043,0,81.6013,46.7576,885.0175,596.6655,90.9065,46.686,18.5556,12,0,4,8,8,24,6.6941,36.0757,29.9255,25.0852,0.5,4.5,1,0.6667,0.3333,0.001,33.3333,1705.8468,25948.1484,15.2113,0.6817,116.332,18.2222,1.4436,32.4484,74.7304,56.1267,1.1027,10.7355,1.6356,11.9597,0.2083,0.0118,0.0118,1.019,4,7,W,4.4833,4.4141,1.1822,3.2319,1.1824,2.9894,2.947,1.2685,1.2606,1.7288,1.77,1.4331,1.8961,3.4823,3.1558,0.1594,2.2361,1.7473,1.0212,2.0657,1.5112,2.7757,-2,1.9586,1.3994,1.523,-1.9287,0.0464,1.0312,0.2163,1.0781,0.0124,1.9118,-2,0.9036,0.9036,-0.4643,-1.9586,-0.1664,-1.6618,2.0641,1.5015,802.2536,2.9043,0
12,34.68,-86.88,600,442,10,26.2222,3.8333,159.7660065,82.55000305,-4,15.4722,14.2706,853.0976,1404.874,174.5200043,0,104.8496,60.0789,770.5754,694.3084,82.5222,64.6792,15.4722,9,0,3,6,6,26,8.1496,52.6725,22.0491,18.8337,0.5,0.5,1,0.6667,0.3333,0.001,33.3333,1355.5426,28522.9492,21.0417,0.6072,77.216,22.3889,1.3647,51.6693,68.5647,52.3783,1.1071,10.3378,1.2287,8.1364,0.1565,0.0099,0.0099,0.7642,3,7,W,4.4462,4.4552,1.3231,3.1321,1.1544,2.931,2.8868,1.1896,1.35,1.7031,1.7311,1.4187,1.8607,3.4847,3.1476,0.135,2.2035,1.9167,0.8129,1.8877,1.7132,2.8416,-2,1.9166,1.2749,1.523,-2.005,0.0481,1.0148,0.093,0.911,-0.1111,2.0206,-2,0.7789,0.7789,-0.4643,-1.9586,-0.2166,-1.7014,2.6454,1.5402,515.9025,2.7126,0
13,33.4,-87,445,291.2999878,10,27.2222,6.0556,163.8300018,87.88400269,-4,17.0509,14.7238,919.3136,1508.252,174.5200043,0,104.5646,59.9155,833.7575,760.952,85.5561,64.0628,17.0509,10,0,2,8,8,28,7.6824,45.0556,22.037,17.5331,0.5,0.5,1,0.8,0.2,0.001,20,1544.9911,31099.2441,20.1291,0.6095,75.946,21.1667,1.3035,53.6434,70.6923,53.3478,1.1026,10.7452,1.2081,8.7918,0.1371,0.0097,0.0097,0.8492,4,7,W,4.4689,4.4927,1.3038,3.1889,1.168,2.9635,2.921,1.2317,1.3257,1.7164,1.7486,1.4349,1.8733,3.4836,3.1785,0.1151,2.2144,1.9439,0.8129,1.8805,1.7295,2.8814,-2,1.9323,1.2439,1.3012,-2.0132,0.0463,1.0316,0.0857,0.9446,-0.0659,2.0194,-2,0.9036,0.9036,-0.6778,-1.9586,-0.215,-1.7055,2.4644,1.5239,539.9789,2.7324,0
14,33.66,-86.75,615,386.2000122,10,26.7778,5.8889,154.9400024,82.04199982,-4,16.7639,14.6462,901.5515,1371.3459,174.5200043,0,98.0473,56.1811,809.0189,630.067,92.5326,52.1096,16.7639,10,0,3,7,7,26,7.5909,45.2813,20.8675,18.2602,0.5,0.5,1,0.7,0.3,0.001,30,1469.6415,27046.4336,18.4034,0.6574,72.898,20.8889,1.3558,52.9508,70.8978,53.8036,1.1144,9.7431,1.4309,9.1951,0.1634,0.0105,0.0105,0.8492,4,7,W,4.4491,4.4321,1.2649,3.1672,1.1657,2.955,2.908,1.2244,1.3199,1.714,1.7473,1.4278,1.8745,3.4836,3.1371,0.1322,2.1902,1.914,0.8129,1.8627,1.7239,2.7994,-2,1.9663,1.2615,1.4773,-1.98,0.0509,0.9891,0.1586,0.964,-0.0659,1.9915,-2,0.8457,0.8457,-0.5086,-1.9586,-0.1822,-1.6888,2.5868,1.5272,593.5748,2.7735,0
15,31.13,-87.05,160,56.29999924,10,26.8889,8.3333,193.0399933,87.88400269,-4,18.0231,15.0879,949.188,1742.948,174.5200043,0,143.5335,82.2447,949.188,753.613,0,83.6252,18.0231,12,0,0,12,12,28,6.9125,38.3536,30.7604,21.1782,0.5,4.5,1,1,0,0.001,0,1916.0408,41444.2969,21.6302,0.5446,105.156,18.5556,1.3291,45.5263,74.1886,55.9909,1,949.188,1.2595,6.613,0.1437,0.0097,0.0097,1.019,4,8,W,4.6175,4.6175,1.3351,3.2824,1.1786,2.9774,2.9774,1.2558,1.2685,1.7245,1.7659,1.4296,1.8931,3.4826,3.2413,0.1235,2.2856,1.9439,1.0212,2.0218,1.6583,2.8772,-2,-2,1.3259,-2,-2.0149,0.0043,2.9774,0.1036,0.8211,0.0124,2.157,-2,1.0795,1.0795,-2,-1.9586,-0.2639,-1.7064,1.7506,1.4933,754.8407,2.8779,0
16,31.05,-87.05,85,51.5,10,26.7222,8.7222,178.8159943,78.48600006,0.100000001,18.0046,15.1453,941.2589,1679.448,174.5200043,0,143.6637,82.3193,941.2589,680.5074,0,78.4257,18.0046,12,0,0,12,12,30,6.704,37.2351,27.4442,19.6094,4.599999905,4.5,2,1,0,0.001,0,1889.5442,41250.6133,21.831,0.5605,100.33,18,1.2777,43.892,74.9032,56.6114,1,941.2589,1.3832,6.5518,0.0001,0.0095,0.0095,1.019,4,8,W,4.6154,4.6154,1.3391,3.2764,1.1803,2.9737,2.9737,1.2554,1.2553,1.7243,1.7688,1.4269,1.8971,3.4825,3.2252,0.1064,2.2524,1.8948,1.0212,2.0014,1.6424,2.8328,-2,-2,1.2925,-2,-2.0207,0.0043,2.9737,0.144,0.817,0.0124,2.1574,-2,1.0795,1.0795,-2,-1.9586,-0.2515,-1.7092,1.7119,1.4922,580.7834,2.764,0
17,34.98,-85.8,670,495.7000122,10,25.3889,3.3889,171.9579926,93.72599792,-4,14.7917,14.1037,818.3271,1588.77,143.0299988,0,92.0458,64.3542,776.5103,703.9617,41.8169,94.1485,14.7917,9,0,1,8,8,30,8.0061,54.1258,23.4715,17.728,0.5,0.5,1,0.8889,0.1111,0.001,11.1111,1372.9172,38391.6719,27.9636,0.5151,78.232,22,1.2988,54.5052,68.7451,52.9063,1.0539,19.5693,1.1625,8.8904,0.1209,0.0086,0.0086,0.7642,3,7,W,4.5086,4.5842,1.4466,3.1376,1.1493,2.9129,2.8901,1.17,1.3424,1.6972,1.7275,1.4046,1.8618,3.4849,3.2011,0.1135,2.2354,1.9719,0.8129,1.8934,1.7364,2.8476,-2,1.6215,1.2487,1.0461,-2.0634,0.0269,1.2918,0.0691,0.9494,-0.1111,1.9641,-2,0.9036,0.9036,-0.9168,-1.9586,-0.2881,-1.7295,2.6952,1.5439,515.809,2.7125,0
18,32.03,-87.32,235,144,10,26.8333,7.2778,165.8619995,67.30999756,-4,17.6435,14.8871,937.2767,1449.578,174.5200043,0,95.572,54.7628,857.1262,660.4825,80.1505,54.6585,17.6435,11,0,3,8,8,24,7.2239,40.9439,26.9487,22.3089,0.5,0.5,1,0.7273,0.2727,0.001,27.2727,1617.5372,26821.875,16.5819,0.6466,98.552,19.5556,1.3731,40.5819,72.7765,55.0902,1.0935,11.694,1.4191,9.807,0.171,0.0107,0.0107,0.9341,4,7,W,4.4855,4.4285,1.2196,3.2089,1.1728,2.9719,2.933,1.2466,1.2913,1.7213,1.758,1.4287,1.8852,3.483,3.1612,0.1377,2.2197,1.8281,0.8129,1.9937,1.6083,2.8199,-2,1.904,1.3485,1.4359,-1.9724,0.0428,1.0683,0.1551,0.992,-0.025,1.9804,-2,0.9036,0.9036,-0.5486,-1.9586,-0.1894,-1.6849,2.1584,1.5057,640.7385,2.8067,0
19,32.82,-85.65,680,265.5,10,25.7222,5.2222,159.7660065,77.97799683,-4,15.7222,14.4133,844.7238,1391.412,174.5200043,0,93.297,53.4592,792.8865,665.0658,51.8372,64.718,15.7222,9,0,2,6,7,26,7.509,47.7604,23.0008,19.8367,0.5,0.5,1,0.6667,0.2222,0.001,22.2222,1421.3151,28762.5039,20.2365,0.6071,81.788,20.5,1.3779,48.8076,71.0134,54.5559,1.0654,16.2957,1.2701,9.0541,0.1654,0.0102,0.0102,0.7642,3,7,W,4.4995,4.4588,1.3061,3.1527,1.1588,2.9267,2.8992,1.1965,1.3118,1.7052,1.7421,1.4103,1.8751,3.484,3.1435,0.1392,2.2035,1.892,0.8129,1.9127,1.6885,2.8229,-2,1.7147,1.2975,1.347,-1.9901,0.0316,1.2123,0.1073,0.9573,-0.1111,1.9699,-2,0.8457,0.7789,-0.6341,-1.9586,-0.2167,-1.694,2.4241,1.5163,680.8812,2.8331,0
20,34.12,-85.73,617,413.6000061,10,26.3333,4.7222,179.3240051,77.21600342,-4,15.8981,14.4128,864.2397,1499.3621,174.5200043,0,103.8344,59.4972,789.4026,764.5255,74.8371,73.4891,15.8981,9,0,2,7,7,28,7.8348,49.2811,27.1648,21.7411,0.5,0.5,1,0.7778,0.2222,0.001,22.2222,1410.9629,31908.2656,22.6145,0.5764,102.108,21.6111,1.4352,43.0595,69.704,53.1943,1.0948,11.5483,1.1304,8.3232,0.1796,0.0103,0.0103,0.7642,3,7,W,4.4651,4.5039,1.3544,3.1495,1.1587,2.9366,2.8973,1.2013,1.3347,1.7067,1.7382,1.4205,1.8675,3.4842,3.1759,0.1569,2.2536,1.8877,0.8129,2.0091,1.6341,2.8834,-2,1.8742,1.3373,1.347,-1.9886,0.0433,1.0629,0.0571,0.9208,-0.1111,2.0164,-2,0.8457,0.8457,-0.6341,-1.9586,-0.2393,-1.6932,2.6166,1.5331,548.9062,2.7395,0
21,32.87,-87.23,450,241.3999939,10,26.8333,6.4444,177.2920074,84.32800293,-4,17.125,14.7436,916.9396,1517.9041,174.5200043,0,101.4757,58.1456,864.7806,683.3477,52.159,65.5402,17.125,10,0,2,8,8,26,7.4837,43.7002,24.9473,19.7224,0.5,0.5,1,0.8,0.2,0.001,20,1641.5869,30206.5234,18.4008,0.6041,92.964,20.3889,1.4016,47.5645,71.6164,54.279,1.0603,17.5797,1.3418,9.0361,0.1745,0.0104,0.0104,0.8492,4,7,W,4.5247,4.4801,1.2648,3.2153,1.1686,2.9623,2.9369,1.2336,1.3094,1.717,1.7516,1.4287,1.8786,3.4834,3.1812,0.1466,2.2487,1.926,0.8129,1.9683,1.6773,2.8346,-2,1.7174,1.295,1.3012,-1.9818,0.0295,1.2453,0.1309,0.9565,-0.0659,2.0064,-2,0.9036,0.9036,-0.6778,-1.9586,-0.2189,-1.6898,2.3828,1.5169,595.4914,2.7749,0
22,31.47,-88.25,285,77.19999695,10,27.1111,9.1667,174.7519989,83.56600189,-4,18.6019,15.2762,978.4772,1623.568,174.5200043,0,101.5597,58.1937,935.2101,735.1693,43.2671,65.928,18.6019,12,0,1,11,11,26,6.6773,35.8959,25.4699,18.8252,0.5,4.5,1,0.9167,0.0833,0.001,8.3333,1869.4304,31541.2695,16.8721,0.6027,91.186,17.9444,1.2916,47.8198,75.1156,56.3644,1.0463,22.6148,1.331,9.6345,0.1373,0.01,0.01,1.019,4,7,W,4.5597,4.4989,1.2272,3.2717,1.184,2.9906,2.9709,1.2696,1.2539,1.7292,1.7721,1.4331,1.8983,3.4823,3.2105,0.1111,2.2424,1.922,1.0212,1.9599,1.6796,2.8664,-2,1.6363,1.2747,0.9213,-2.0011,0.0238,1.3546,0.1274,0.9843,0.0124,2.0068,-2,1.0418,1.0418,-1.03,-1.9586,-0.2199,-1.6995,1.8877,1.498,616.4564,2.7899,0
23,33.28,-86.35,418,300.8999939,10,26.9444,7.2778,170.9420013,82.29599762,-4,17.4769,14.8996,928.9043,1437.64,174.5200043,0,95.6836,54.8267,832.0768,675.1435,96.8275,54.7673,17.4769,11,0,3,8,8,26,7.1462,40.8895,25.6951,21.4477,0.5,0.5,1,0.7273,0.2727,0.001,27.2727,1539.8247,27951.4941,18.1524,0.6461,88.646,19.6667,1.4269,48.1426,72.6641,54.9232,1.1164,9.5934,1.3759,9.7081,0.1928,0.0111,0.0111,0.9341,4,7,W,4.4535,4.4464,1.2589,3.1875,1.1732,2.968,2.9202,1.2425,1.2937,1.72,1.758,1.4305,1.8846,3.483,3.1577,0.1544,2.2328,1.9154,0.8129,1.9477,1.6825,2.8294,-2,1.986,1.3314,1.4359,-1.9532,0.0517,0.9824,0.1417,0.9876,-0.025,1.9809,-2,0.9036,0.9036,-0.5486,-1.9586,-0.1897,-1.6749,2.4784,1.5223,628.9775,2.7986,0
24,32.82,-86.65,610,252.6999969,10,26.2222,6,176.7839966,79.7559967,-4,16.5324,14.5984,882.9318,1513.332,174.5200043,0,105.4055,60.3974,839.7161,728.6765,43.2158,71.3985,16.5324,10,0,1,9,9,26,7.4072,44.8042,26.6251,21.1124,0.5,0.5,1,0.9,0.1,0.001,10,1563.3632,30742.0469,19.664,0.5834,97.028,20.2222,1.4018,45.1149,71.6069,54.6996,1.0515,20.4308,1.2117,8.3765,0.1714,0.0102,0.0102,0.8492,4,7,W,4.5281,4.4877,1.2937,3.1941,1.1643,2.9459,2.9241,1.2183,1.3058,1.7121,1.7482,1.4187,1.8786,3.4836,3.1799,0.1467,2.2474,1.9018,0.8129,1.9869,1.6543,2.8625,-2,1.6357,1.3245,1.0004,-1.9897,0.0259,1.3105,0.087,0.9236,-0.0659,2.0229,-2,0.9547,0.9547,-0.9586,-1.9586,-0.234,-1.6938,2.4026,1.5163,591.3307,2.7718,0
25,31.88,-85.48,500,170.6000061,10,26.5,7.8333,166.6239929,68.0719986,-4,17.7315,14.95,930.2451,1343.66,174.5200043,0,86.515,49.5731,863.5718,580.5994,66.6733,44.4415,17.7315,11,0,2,8,9,24,6.8281,38.5083,25.0147,22.3402,0.5,0.5,1,0.7273,0.1818,0.001,18.1818,1637.7794,25079.752,15.3133,0.6923,98.552,18.6667,1.4881,40.8537,73.8928,56.1357,1.0772,13.9523,1.6022,10.7524,0.2245,0.0121,0.0121,0.9341,4,7,W,4.5054,4.3993,1.1851,3.2143,1.1746,2.9686,2.9363,1.2487,1.2711,1.7221,1.7622,1.4232,1.8915,3.4827,3.1283,0.1726,2.2217,1.833,0.8129,1.9937,1.6112,2.7639,-2,1.824,1.3491,1.2599,-1.9173,0.0363,1.145,0.2074,1.0319,-0.025,1.9371,-2,0.9547,0.9036,-0.7171,-1.9586,-0.1597,-1.6557,2.232,1.5037,771.6561,2.8874,0
26,30.38,-88.23,12,5,10,27.1111,9.7778,195.5800018,89.40799713,0.100000001,18.8056,15.4035,981.5458,1629.156,117.3525009,0,72.5188,61.7957,981.5458,518.6109,0,65.9786,18.8056,12,0,0,11,12,26,6.4862,34.491,31.8582,23.4661,4.599999905,4.5,2,0.9167,0,0.001,0,2025.6832,32113.7344,15.8533,0.6025,106.172,17.3333,1.4406,45.7143,75.963,56.8721,1,981.5458,1.8926,13.5351,0.0001,0.0113,0.0113,1.019,4,8,W,4.6257,4.5067,1.2001,3.3066,1.1876,2.9919,2.9919,1.2743,1.2389,1.7308,1.7765,1.4331,1.9029,3.4821,3.212,0.1585,2.2913,1.9514,1.0212,2.026,1.6601,2.7148,-2,-2,1.3704,-2,-1.9473,0.0043,2.9919,0.2794,1.1318,0.0124,1.8605,-2,1.0795,1.0418,-2,-1.9586,-0.2201,-1.6718,0.6998,1.4827,1035.6326,3.0152,0
27,30.25,-88.08,8,0.200000003,10,28.3333,10.7222,184.6580048,91.69400024,-1,20.3241,15.7267,1086.0476,1631.95,117.3525009,0,71.8839,61.2547,1080.9233,522.7042,5.1243,50.265,20.3241,12,0,1,11,11,24,6.608,32.5133,27.507,20.2264,3.5,4.5,2,0.9167,0.0833,0.001,8.3333,2377.385,29274.7363,12.3138,0.6655,92.964,17.6111,1.3578,49.6561,75.9848,55.5085,1.0047,211.9408,2.0777,15.1084,0.0108,0.0111,0.0111,1.019,4,8,W,4.6447,4.4665,1.0904,3.3761,1.1966,3.0358,3.0338,1.308,1.2458,1.7429,1.7833,1.4523,1.903,3.4818,3.2127,0.1328,2.2664,1.9623,1.0212,1.9683,1.696,2.7183,-2,0.7105,1.3059,0.9213,-1.9553,0.0064,2.3262,0.3197,1.1795,0.0124,1.8567,-2,1.0418,1.0418,-1.03,-1.9586,-0.1769,-1.676,-0.6778,1.4809,467.4457,2.6697,0
28,32.52,-87.88,100,183.5,10,26.8889,6.8333,163.576004,88.13800049,-4,17.3194,14.8158,923.8073,1415.796,174.5200043,0,99.4834,57.004,811.292,695.4352,112.5153,53.2566,17.3194,11,0,3,8,8,26,7.3771,42.5941,24.5861,20.8386,0.5,0.5,1,0.7273,0.2727,0.001,27.2727,1476.5023,27415.9297,18.5682,0.6525,75.438,20.0556,1.3864,53.882,72.102,54.5789,1.1387,8.2105,1.3284,9.286,0.1766,0.0108,0.0108,0.9341,4,7,W,4.4237,4.438,1.2688,3.1692,1.1707,2.9656,2.9092,1.2385,1.3022,1.7187,1.7546,1.4296,1.8814,3.4832,3.151,0.1419,2.2137,1.9452,0.8129,1.8776,1.7314,2.8423,-2,2.0513,1.3189,1.4359,-1.9672,0.0602,0.9149,0.1266,0.9683,-0.025,1.9978,-2,0.9036,0.9036,-0.5486,-1.9586,-0.1854,-1.6823,2.2637,1.5123,586.9252,2.7686,0
29,31.38,-85.9,469,98.19999695,10,27.0556,9.2222,161.2899933,71.62799835,-4,18.75,15.2817,984.8106,1444.752,174.5200043,0,90.1096,51.6328,920.8466,566.7811,63.964,46.7035,18.75,12,0,2,10,10,24,6.5956,35.1763,27.4053,22.7626,0.5,4.5,1,0.8333,0.1667,0.001,16.6667,1822.0105,26372.3574,14.4743,0.6816,89.662,17.8333,1.3397,44.4095,75.2506,56.5031,1.0695,15.3963,1.7376,10.929,0.1665,0.011,0.011,1.019,4,7,W,4.5297,4.4211,1.1606,3.2606,1.1842,2.9934,2.9642,1.273,1.2512,1.7304,1.7725,1.4323,1.899,3.4822,3.1598,0.127,2.2076,1.8551,1.0212,1.9526,1.6475,2.7534,-2,1.806,1.3572,1.2221,-1.9596,0.0332,1.1877,0.2424,1.039,0.0124,1.9548,-2,1.0004,1.0004,-0.7528,-1.9586,-0.1664,-1.6783,1.9922,1.4968,725.4147,2.8606,0
30,32,-85.08,215,188.3000031,10,26.8333,7.7778,162.5599976,74.42199707,-4,17.6667,14.9774,931.5681,1321.308,174.5200043,0,82.4041,47.2176,813.2311,547.8345,118.337,41.837,17.6667,11,0,3,8,8,26,6.9763,39.4886,24.4041,22.1636,0.5,0.5,1,0.7273,0.2727,0.001,27.2727,1482.3651,25440.1816,17.1619,0.705,88.138,19.0556,1.4764,45.7813,73.4725,55.5646,1.1455,7.8722,1.7005,11.3049,0.2227,0.0121,0.0121,0.9341,4,7,W,4.4171,4.4055,1.2346,3.171,1.1754,2.9692,2.9102,1.2472,1.28,1.7215,1.7618,1.4287,1.8891,3.4828,3.121,0.1692,2.211,1.8717,0.8129,1.9452,1.6607,2.7387,-2,2.0732,1.3456,1.4359,-1.9155,0.0628,0.8966,0.2331,1.0536,-0.025,1.916,-2,0.9036,0.9036,-0.5486,-1.9586,-0.1518,-1.6547,2.2749,1.5053,804.0969,2.9053,0
31,31.45,-86.95,290,93.30000305,10,27.0556,8.7222,186.9440002,69.84999847,-4,18.3472,15.1814,966.0446,1627.3781,174.5200043,0,109.4724,62.7277,962.1833,736.248,3.8613,68.4579,18.3472,12,0,1,12,11,26,6.8317,37.2357,30.2498,22.3057,0.5,4.5,1,1,0.0833,0.001,8.3333,1959.783,32252.4746,16.4572,0.5936,117.094,18.3333,1.3785,37.3641,74.5567,56.0715,1.004,250.1853,1.3121,8.8245,0.1699,0.0105,0.0105,1.019,4,8,W,4.616,4.5086,1.2164,3.2922,1.1813,2.985,2.9833,1.2636,1.2632,1.7271,1.7688,1.4323,1.8952,3.4825,3.2115,0.1394,2.2717,1.8442,1.0212,2.0685,1.5725,2.867,-2,0.5879,1.3484,0.9213,-1.9788,0.006,2.3983,0.1213,0.9462,0.0124,2.0393,-2,1.0418,1.0795,-1.03,-1.9586,-0.2265,-1.6882,1.9699,1.4978,695.9837,2.8426,0
32,30.55,-87.88,23,1.600000024,10,27.5,10.1111,203.1999969,90.6780014,0.100000001,19.3194,15.5142,1016.062,1719.834,174.5200043,0,129.1062,73.9779,1016.062,688.7653,0,69.2647,19.3194,12,0,0,12,12,30,6.4851,33.5676,29.4208,20.5281,4.599999905,4.5,2,1,0,0.001,0,2145.2974,36720.3672,17.1167,0.5908,112.522,17.3889,1.4178,44.625,76.0153,56.4768,1,1016.062,1.4752,7.87,0.0001,0.011,0.011,1.019,4,8,W,4.6344,4.5649,1.2334,3.3315,1.1907,3.0069,3.0069,1.286,1.2403,1.735,1.779,1.4393,1.9032,3.482,3.2355,0.1516,2.3079,1.9575,1.0212,2.0512,1.6496,2.8381,-2,-2,1.3123,-2,-1.9597,0.0043,3.0069,0.1718,0.8965,0.0124,2.111,-2,1.0795,1.0795,-2,-1.9586,-0.2286,-1.6784,0.2068,1.4852,692.9736,2.8407,0
33,34.37,-86.88,625,403.8999939,10,26,4.2222,164.0839996,83.81999969,-4,15.4491,14.2985,844.9124,1406.144,174.5200043,0,104.8006,60.0508,785.574,652.7013,59.3384,66.4248,15.4491,9,0,2,7,7,26,7.9246,51.2952,19.7278,16.8357,0.5,0.5,1,0.7778,0.2222,0.001,22.2222,1399.6213,28969.8262,20.6983,0.6009,80.264,21.7778,1.4003,51.0836,69.3271,53.0842,1.0755,14.2389,1.2945,8.0621,0.1701,0.0102,0.0102,0.7642,3,7,W,4.4858,4.4619,1.3159,3.146,1.1553,2.9268,2.8952,1.1889,1.338,1.7029,1.7342,1.415,1.8653,3.4845,3.148,0.1462,2.2151,1.9233,0.8129,1.9045,1.7083,2.8147,-2,1.7734,1.2262,1.347,-1.9923,0.0356,1.1538,0.1154,0.907,-0.1111,2.0204,-2,0.8457,0.8457,-0.6341,-1.9586,-0.2212,-1.6951,2.6063,1.5363,553.5964,2.7432,0
34,33.68,-87.82,365,309,10,26.8889,5.2778,177.8000031,88.39199829,-4,16.3843,14.5629,887.8741,1491.488,174.5200043,0,102.9036,58.9638,791.3292,748.6068,96.5449,67.9842,16.3843,9,0,3,6,6,28,7.8319,47.8016,26.6202,21.4177,0.5,0.5,1,0.6667,0.3333,0.001,33.3333,1416.6838,31084.5176,21.9417,0.5953,89.408,21.6111,1.4305,49.7143,69.9382,53.0338,1.122,9.1965,1.186,8.6282,0.1822,0.0105,0.0105,0.7642,4,7,W,4.4357,4.4925,1.3413,3.1513,1.1632,2.9484,2.8984,1.2144,1.3347,1.7108,1.7426,1.4296,1.8689,3.484,3.1736,0.1555,2.2499,1.9464,0.8129,1.9514,1.6965,2.8743,-2,1.9848,1.3308,1.523,-1.9799,0.0538,0.9641,0.0777,0.9364,-0.1111,2.0125,-2,0.7789,0.7789,-0.4643,-1.9586,-0.2253,-1.6888,2.49,1.5275,526.1516,2.7211,0
